"campaignid","sample","family","genus","species"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP6","Carangidae","Carangoides","chrysophrys"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP6","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP6","Carangidae","Carangoides","gymnostethus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP6","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP6","Lutjanidae","Aphareus","rutilans"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP6","Lutjanidae","Aprion","virescens"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP6","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP6","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP6","Serranidae","Epinephelus","multinotatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP7","Balistidae","Abalistes","filamentosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP7","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP7","Carcharhinidae","Carcharhinus","albimarginatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP7","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP7","Lethrinidae","Lethrinus","olivaceus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP7","Lutjanidae","Aphareus","rutilans"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP7","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP7","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP8","Carangidae","Carangoides","chrysophrys"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP8","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP8","Carcharhinidae","Carcharhinus","albimarginatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP8","Lethrinidae","Lethrinus","olivaceus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP8","Lethrinidae","Lethrinus","ravus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP8","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP8","Lutjanidae","Aphareus","rutilans"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP8","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP8","Serranidae","Epinephelus","multinotatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP9","Carangidae","Carangoides","chrysophrys"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP9","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP9","Carangidae","Gnathanodon","speciosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP9","Carcharhinidae","Carcharhinus","albimarginatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP9","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP9","Lutjanidae","Aphareus","rutilans"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP9","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBP9","Sphyraenidae","Sphyraena","qenie"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Balistidae","Abalistes","filamentosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Carcharhinidae","Carcharhinus","albimarginatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Labridae","Bodianus","solatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Lethrinidae","Lethrinus","olivaceus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","Serranidae","Epinephelus","multinotatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","Labridae","Bodianus","solatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","Serranidae","Epinephelus","areolatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Balistidae","Abalistes","filamentosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Carcharhinidae","Carcharhinus","albimarginatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Cirrhitidae","Cyprinocirrhites","polyactis"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Lethrinidae","Unknown","sp"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Lutjanidae","Aprion","virescens"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Caesionidae","Caesio","teres"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Chaetodontidae","Heniochus","diphreutes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Labridae","Bodianus","solatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Lethrinidae","Lethrinus","ravus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Lutjanidae","Aphareus","rutilans"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Lutjanidae","Lutjanus","quinquelineatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Lutjanidae","Lutjanus","vitta"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Pomacanthidae","Apolemichthys","trimaculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Pomacanthidae","Pomacanthus","imperator"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","SUS","SUS","sus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Serranidae","Epinephelus","tukula"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Serranidae","Variola","louti"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Balistidae","Abalistes","filamentosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Carangidae","Carangoides","gymnostethus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Carangidae","Carangoides","sp10"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Carangidae","Gnathanodon","speciosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Lutjanidae","Aprion","virescens"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Nemipteridae","Pentapodus","nagasakiensis"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","Balistidae","Abalistes","filamentosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","Carangidae","Carangoides","chrysophrys"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","Carcharhinidae","Carcharhinus","albimarginatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV23","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV23","Carangidae","Carangoides","caeruleopinnatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV23","Carangidae","Carangoides","chrysophrys"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV23","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV23","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV23","Lutjanidae","Aphareus","rutilans"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV23","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV23","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Balistidae","Abalistes","filamentosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Carangidae","Carangoides","gymnostethus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Carangidae","Gnathanodon","speciosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Labridae","Choerodon","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Lethrinidae","Lethrinus","olivaceus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Lutjanidae","Aphareus","rutilans"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","Malacanthidae","Malacanthus","brevirostris"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV24","SUS","SUS","sus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV26","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV26","Carangidae","Carangoides","chrysophrys"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV26","Carcharhinidae","Carcharhinus","albimarginatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV26","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV26","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV26","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV26","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV26","Serranidae","Epinephelus","multinotatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Carangidae","Gnathanodon","speciosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Labridae","Bodianus","solatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Lethrinidae","Lethrinus","olivaceus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Serranidae","Epinephelus","areolatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV27","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV5","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV5","Carangidae","Carangoides","chrysophrys"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV5","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV5","Malacanthidae","Malacanthus","brevirostris"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV5","Nemipteridae","Pentapodus","nagasakiensis"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV5","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV7","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV7","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV7","Chaetodontidae","Heniochus","acuminatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV7","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV7","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV7","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV7","Serranidae","Epinephelus","areolatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV7","Serranidae","Epinephelus","multinotatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Balistidae","Abalistes","filamentosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Carangidae","Caranx","sp"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Carangidae","Seriolina","nigrofasciata"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Labridae","Bodianus","solatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Lethrinidae","Lethrinus","olivaceus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Lutjanidae","Paracaesio","sp"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Pomacanthidae","Pomacanthus","imperator"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV8","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Carcharhinidae","Carcharhinus","albimarginatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Labridae","Bodianus","solatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Serranidae","Epinephelus","areolatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Serranidae","Epinephelus","multinotatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF12","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Balistidae","Abalistes","filamentosus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Labridae","Bodianus","solatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Lethrinidae","Lethrinus","olivaceus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Lutjanidae","Lutjanus","sebae"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Serranidae","Epinephelus","areolatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Serranidae","Variola","louti"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF2","Unknown","Unknown","unknown"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Carcharhinidae","Carcharhinus","albimarginatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Labridae","Bodianus","solatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Lethrinidae","Gymnocranius","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Lethrinidae","Lethrinus","olivaceus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Lethrinidae","Lethrinus","ravus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Lutjanidae","Pristipomoides","sp1"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","Mullidae","Parupeneus","cyclostomus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF4","SUS","SUS","sus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Acanthuridae","Naso","fageni"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Balistidae","Sufflamen","fraenatum"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Carangidae","Carangoides","fulvoguttatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Chaetodontidae","Heniochus","acuminatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Cirrhitidae","Cyprinocirrhites","polyactis"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Fistulariidae","Fistularia","commersonii"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Labridae","Bodianus","solatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Lethrinidae","Lethrinus","olivaceus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Lethrinidae","Lethrinus","ravus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Lethrinidae","Lethrinus","rubrioperculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Lutjanidae","Aprion","virescens"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Mullidae","Parupeneus","indicus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Pomacanthidae","Apolemichthys","trimaculatus"
"2021-08_Pt-Cloates_stereo-BRUVs","PCPREF5","Unknown","Unknown","unknown"
"2022-05_PtCloates_stereo-BRUVS","1","Balistidae","Abalistes","filamentosus"
"2022-05_PtCloates_stereo-BRUVS","1","Carangidae","Carangoides","fulvoguttatus"
"2022-05_PtCloates_stereo-BRUVS","1","Lethrinidae","Gymnocranius","sp1"
"2022-05_PtCloates_stereo-BRUVS","1","Lethrinidae","Lethrinus","rubrioperculatus"
"2022-05_PtCloates_stereo-BRUVS","1","Lutjanidae","Pristipomoides","sp1"
"2022-05_PtCloates_stereo-BRUVS","1","SUS","SUS","sus"
"2022-05_PtCloates_stereo-BRUVS","11","Carangidae","Carangoides","gymnostethus"
"2022-05_PtCloates_stereo-BRUVS","11","Carcharhinidae","Carcharhinus","albimarginatus"
"2022-05_PtCloates_stereo-BRUVS","11","Lethrinidae","Gymnocranius","sp1"
"2022-05_PtCloates_stereo-BRUVS","11","Lethrinidae","Lethrinus","rubrioperculatus"
"2022-05_PtCloates_stereo-BRUVS","11","SUS","SUS","sus"
"2022-05_PtCloates_stereo-BRUVS","12","Balistidae","Abalistes","stellatus"
"2022-05_PtCloates_stereo-BRUVS","12","Carangidae","Carangoides","fulvoguttatus"
"2022-05_PtCloates_stereo-BRUVS","12","Labridae","Choerodon","sp1"
"2022-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Gymnocranius","sp1"
"2022-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Lethrinus","rubrioperculatus"
"2022-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Lutjanus","sebae"
"2022-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","sp1"
"2022-05_PtCloates_stereo-BRUVS","12","Nemipteridae","Pentapodus","nagasakiensis"
"2022-05_PtCloates_stereo-BRUVS","12","SUS","SUS","sus"
"2022-05_PtCloates_stereo-BRUVS","13","Carangidae","Carangoides","chrysophrys"
"2022-05_PtCloates_stereo-BRUVS","13","Cirrhitidae","Cirrhitichthys","aprinus"
"2022-05_PtCloates_stereo-BRUVS","13","Lethrinidae","Gymnocranius","sp1"
"2022-05_PtCloates_stereo-BRUVS","13","Lethrinidae","Lethrinus","rubrioperculatus"
"2022-05_PtCloates_stereo-BRUVS","13","Lutjanidae","Lutjanus","sebae"
"2022-05_PtCloates_stereo-BRUVS","13","Lutjanidae","Pristipomoides","sp1"
"2022-05_PtCloates_stereo-BRUVS","14","Carangidae","Carangoides","chrysophrys"
"2022-05_PtCloates_stereo-BRUVS","14","Lethrinidae","Gymnocranius","sp1"
"2022-05_PtCloates_stereo-BRUVS","14","Lethrinidae","Lethrinus","rubrioperculatus"
"2022-05_PtCloates_stereo-BRUVS","14","Lutjanidae","Pristipomoides","sp1"
"2022-05_PtCloates_stereo-BRUVS","15","Carangidae","Carangoides","chrysophrys"
"2022-05_PtCloates_stereo-BRUVS","15","Carangidae","Carangoides","gymnostethus"
"2022-05_PtCloates_stereo-BRUVS","15","Carangidae","Gnathanodon","speciosus"
"2022-05_PtCloates_stereo-BRUVS","15","Lethrinidae","Gymnocranius","sp1"
"2022-05_PtCloates_stereo-BRUVS","15","Lethrinidae","Lethrinus","rubrioperculatus"
"2022-05_PtCloates_stereo-BRUVS","15","Lutjanidae","Aphareus","rutilans"
"2022-05_PtCloates_stereo-BRUVS","15","Lutjanidae","Pristipomoides","sp1"
"2022-05_PtCloates_stereo-BRUVS","16","Balistidae","Abalistes","filamentosus"
"2022-05_PtCloates_stereo-BRUVS","16","Carangidae","Carangoides","chrysophrys"
"2022-05_PtCloates_stereo-BRUVS","16","Carangidae","Carangoides","fulvoguttatus"
"2022-05_PtCloates_stereo-BRUVS","16","Carangidae","Carangoides","gymnostethus"
"2022-05_PtCloates_stereo-BRUVS","16","Lethrinidae","Gymnocranius","sp1"
"2022-05_PtCloates_stereo-BRUVS","16","Lethrinidae","Lethrinus","rubrioperculatus"
"2022-05_PtCloates_stereo-BRUVS","16","Lutjanidae","Pristipomoides","sp1"
"2022-05_PtCloates_stereo-BRUVS","16","Rhynchobatidae","Rhynchobatus","laevis"
"2022-05_PtCloates_stereo-BRUVS","16","Triakidae","Mustelus","stevensi"
"2022-05_PtCloates_stereo-BRUVS","17","Acanthuridae","Naso","fageni"
"2022-05_PtCloates_stereo-BRUVS","17","Carangidae","Carangoides","fulvoguttatus"
"2022-05_PtCloates_stereo-BRUVS","17","Cirrhitidae","Cirrhitichthys","aprinus"
"2022-05_PtCloates_stereo-BRUVS","17","Cirrhitidae","Paracirrhites","forsteri"
"2022-05_PtCloates_stereo-BRUVS","17","Lethrinidae","Gymnocranius","sp1"
"2022-05_PtCloates_stereo-BRUVS","17","Lethrinidae","Lethrinus","rubrioperculatus"
