OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
20210520-1	25	1	2638.17822	152.07921	2650.14851	134.25743
20210520-1	26	0	2769.46535	273.26733	2786.18812	221.58416
20210520-1	26	1	2713.62376	237.62376	2726.78218	178.21782
20210520-1	27	0	2799.74877	281.17505	2816.48768	228.85120
20210520-1	27	1	2738.66502	255.17943	2753.82759	197.73523
20210520-1	28	0	2796.24138	224.50766	2815.75862	224.30853
20210520-1	28	1	2708.35961	183.54486	2728.27094	174.68053
20210520-1	29	0	610.04926	73.26039	650.24631	2.36324
20210520-1	30	0	2097.33990	1855.14223	2217.93103	2152.91028
20210520-1	31	0	2921.72906	680.18381	2895.19212	840.92341
20210520-1	31	1	2955.22660	704.60394	2929.47783	864.55580
20210520-1	32	0	2866.24631	777.60394	2834.19212	964.17943
20210520-1	32	1	2812.65025	776.42232	2784.14286	974.42013
20210520-1	33	0	2287.56650	520.84464	2282.07882	630.82495
20210520-1	33	1	2326.58128	556.29322	2314.78818	667.45514
20210520-1	34	0	569.55172	934.21663	648.21675	1077.87746
20210520-1	35	0	3159.03960	613.04950	3102.04950	954.92079
20210520-1	35	1	3210.72277	572.65347	3159.67327	922.24752
20210520-1	36	0	1436.60591	998.96937	1471.50739	1048.48578
20210520-1	37	0	1448.88119	984.25743	1484.64356	1032.77228
20210520-1	38	0	2139.58416	1814.83168	2243.43564	2089.30693
20210520-1	38	1	2072.45545	1820.77228	2182.84158	2100.00000
20210520-1	39	0	2060.58416	1904.76238	2181.47525	2157.02970
20210520-1	40	0	1970.28713	1964.16832	2110.78218	2155.24752
