OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
20220519-1-SQUID	0	0	1115.78014	827.08990	1142.05059	853.79134
20220519-1-SQUID	1	0	1151.75765	837.87791	1179.22736	868.17536
20220519-1-SQUID	2	0	3106.93069	591.97030	3090.29703	437.22772
20220519-1-SQUID	2	1	3204.35644	578.90099	3190.09901	398.01980
20220519-1-SQUID	3	0	3186.53465	582.09901	3169.90099	425.34653
20220519-1-SQUID	3	1	3312.47525	588.03960	3298.21782	398.01980
20220519-1-SQUID	4	0	3045.14851	663.18812	3057.02970	535.52475
20220519-1-SQUID	4	1	3158.01980	677.44554	3168.71287	524.83168
20220519-1-SQUID	5	0	2896.63366	612.28713	2894.25743	513.26733
20220519-1-SQUID	5	1	3020.19802	600.40594	3010.69307	472.87129
20220519-1-SQUID	6	0	1429.80198	1550.39604	1433.96040	1514.77228
20220519-1-SQUID	6	1	1276.53465	1558.71287	1283.06931	1523.08911
20220519-1-SQUID	7	0	1686.75248	1465.15842	1694.01980	1406.58416
20220519-1-SQUID	7	1	1515.66337	1492.48515	1524.11881	1439.85149
20220519-1-SQUID	8	0	1585.24752	1314.49505	1585.32673	1289.25743
20220519-1-SQUID	8	1	1389.20792	1284.79208	1391.66337	1269.05941
20220519-1-SQUID	9	0	193.07933	1661.35405	243.44785	1833.96226
20220519-1-SQUID	9	1	634.40350	1608.61265	672.77951	1762.04218
20220519-1-SQUID	10	0	1376.59406	1777.64356	1391.40594	1897.22772
20220519-1-SQUID	10	1	630.16832	1837.17822	684.35644	1978.57426
20220519-1-SQUID	11	0	1563.82261	1771.63152	1580.61212	1843.55161
20220519-1-SQUID	12	0	3516.21655	1174.30973	3599.85065	1157.30973
20220519-1-SQUID	12	1	3661.97884	1125.32743	3751.58681	1107.13274
20220519-1-SQUID	13	0	3593.46535	1521.26733	3675.74257	1416.49505
20220519-1-SQUID	14	0	3526.69307	1458.69307	3604.75248	1344.00990
20220519-1-SQUID	15	0	3707.03043	552.08955	3678.82476	286.11940
20220519-1-SQUID	16	0	3067.62376	903.49505	3148.03960	919.20792
20220519-1-SQUID	16	1	3009.40594	910.02970	3094.27723	938.51485
20220519-1-SQUID	17	0	2162.74257	1538.93069	2235.43564	1571.52475
20220519-1-SQUID	17	1	1953.63366	1488.73267	2054.84158	1552.21782
20220519-1-SQUID	18	0	3581.93069	1685.11881	3658.51485	1593.68317
20220519-1-SQUID	19	0	2973.00990	1619.95050	3039.24752	1567.14851
20220519-1-SQUID	19	1	3032.71287	1606.88119	3098.35644	1551.40594
20220519-1-SQUID	20	0	1117.21782	852.39604	1133.52475	1001.24752
20220519-1-SQUID	20	1	1085.73267	872.29703	1103.22772	1014.61386
20220519-1-SQUID	21	0	502.75248	935.24752	547.38614	1069.84158
20220519-1-SQUID	22	0	330.70297	1045.64356	394.24752	1059.60396
20220519-1-SQUID	23	0	1169.69307	2111.58416	1207.46535	2140.39604
20220519-1-SQUID	24	0	3422.50495	1960.23762	3490.89109	2065.84158
20220519-1-SQUID	25	0	3440.62376	1992.01980	3510.19802	2107.72277
20220519-1-SQUID	26	0	3510.12871	2023.20792	3574.65347	2127.62376
20220519-1-SQUID	27	0	818.14851	538.78218	864.08911	513.84158
20220519-1-SQUID	27	1	661.01980	533.73267	715.87129	501.66337
20220519-1-SQUID	28	0	2670.57426	1655.39604	2741.17822	1591.43564
20220519-1-SQUID	29	0	3219.68317	983.30693	3316.50495	1043.96040
20220519-1-SQUID	29	1	3186.41584	976.17822	3287.39604	1045.44554
20220519-1-SQUID	30	0	1744.13861	756.93069	1763.56436	794.00000
20220519-1-SQUID	30	1	1628.00000	739.10891	1650.09901	776.17822
20220519-1-SQUID	31	0	695.39604	519.04950	735.87129	573.24752
20220519-1-SQUID	31	1	834.40594	484.89109	871.91089	515.62376
20220519-1-SQUID	32	0	1083.34653	594.46535	1129.29703	534.94059
20220519-1-SQUID	32	1	1218.79208	620.30693	1244.84158	560.78218
20220519-1-SQUID	33	0	2625.66337	935.68317	2751.68317	1059.80198
20220519-1-SQUID	34	0	3375.40594	1934.02970	3443.40594	2037.02970
20220519-1-SQUID	34	1	3307.08911	1923.33663	3367.36634	2004.95050
20220519-1-SQUID	35	0	1191.13861	857.57426	1204.80198	1012.74257
20220519-1-SQUID	35	1	1150.74257	880.14851	1164.40594	1026.10891
20220519-1-SQUID	36	0	1076.70297	1434.06931	1076.12871	1394.91089
20220519-1-SQUID	36	1	942.14851	1426.04950	936.52475	1395.80198
20220519-1-SQUID	37	0	2796.88119	1966.46535	2884.59406	2126.43564
20220519-1-SQUID	37	1	2837.57426	1970.32673	2925.28713	2124.05941
20220519-1-SQUID	38	0	106.93069	1204.01980	65.94059	1255.46535
20220519-1-SQUID	38	1	250.69307	1228.07921	217.72277	1245.96040
20220519-1-SQUID	39	0	989.00990	1863.92079	1035.11881	2106.23762
20220519-1-SQUID	39	1	934.35644	1844.61386	976.90099	2082.47525
20220519-1-SQUID	40	0	867.32673	886.33663	902.97030	810.29703
20220519-1-SQUID	41	0	2797.51485	515.43564	2791.37624	464.76238
20220519-1-SQUID	41	1	2665.63366	508.90099	2655.93069	487.63366
20220519-1-SQUID	42	0	2088.71287	895.84158	2231.28713	1064.55446
20220519-1-SQUID	43	0	2463.29703	1270.10891	2511.03960	1256.11881
20220519-1-SQUID	43	1	2312.10891	1205.65347	2355.99010	1213.34653
20220519-1-SQUID	44	0	1519.36411	1984.70149	1535.19412	1890.00000
20220521-2-SQUID	0	0	3073.92079	1333.47525	3135.97030	1233.28713
20220521-2-SQUID	0	1	3220.35644	1290.40594	3291.01980	1178.93069
20220521-2-SQUID	1	0	2572.13861	1287.07921	2620.08911	1210.15842
20220521-2-SQUID	1	1	2702.23762	1226.48515	2754.34653	1143.62376
20220521-2-SQUID	2	0	1873.71803	1870.24390	1878.07860	2097.73836
20220521-2-SQUID	2	1	1799.45727	1860.66519	1806.21335	2069.00222
20220521-2-SQUID	3	0	1796.98020	1673.38614	1807.22772	1660.22772
20220521-2-SQUID	4	0	1607.29703	1699.63366	1617.03960	1708.07921
20220521-2-SQUID	5	0	302.45545	93.65347	570.86139	199.97030
20220521-2-SQUID	5	1	556.25743	15.74257	829.67327	11.28713
20220521-2-SQUID	6	0	3073.09901	1465.01980	3143.92079	1421.62376
20220521-2-SQUID	6	1	3295.27723	1457.00000	3363.72277	1401.12871
20220521-2-SQUID	7	0	2204.82178	1619.77228	2299.84158	1618.71287
20220521-2-SQUID	7	1	2402.34653	1646.20792	2490.83168	1628.21782
20220521-2-SQUID	8	0	2370.42574	1667.27723	2460.68317	1666.29703
20220521-2-SQUID	8	1	2518.04950	1684.50495	2603.25743	1667.18812
20220521-2-SQUID	9	0	2363.73267	1505.18812	2432.77228	1496.48515
20220521-2-SQUID	9	1	2540.16832	1521.22772	2610.99010	1496.18812
20220521-2-SQUID	10	0	2527.39604	1443.40594	2589.13861	1412.49505
20220521-2-SQUID	10	1	2706.85149	1409.76238	2762.34653	1363.10891
20220521-2-SQUID	11	0	2763.49505	1414.19802	2824.56436	1358.81188
20220521-2-SQUID	11	1	2912.00990	1366.67327	2970.70297	1298.21782
20220521-2-SQUID	12	0	2141.57426	1230.28713	2203.05941	1264.29703
20220521-2-SQUID	12	1	2438.16832	1172.89109	2468.90099	1171.39604
20220521-2-SQUID	13	0	2251.99010	1377.17822	2313.98020	1349.74257
20220521-2-SQUID	13	1	2426.64356	1366.18812	2472.48515	1327.48515
20220521-2-SQUID	14	0	2708.91089	83.16832	2568.71287	21.38614
20220521-2-SQUID	15	0	2778.31683	1518.20792	2842.27723	1465.82178
20220521-2-SQUID	15	1	2874.85149	1509.59406	2943.56436	1450.97030
20220521-2-SQUID	16	0	3450.68317	1667.28713	3516.71287	2007.48515
20220521-2-SQUID	16	1	2950.24752	1297.74257	3015.34653	1689.49505
20220521-2-SQUID	17	0	3075.87129	1581.98020	3141.73267	1524.95050
20220521-2-SQUID	17	1	3205.67327	1553.46535	3272.42574	1489.90099
20220521-2-SQUID	18	0	2170.62376	1636.96040	2272.94059	1639.59406
20220521-2-SQUID	18	1	2321.51485	1620.02970	2402.74257	1610.18812
20220521-2-SQUID	19	0	977.24828	1582.63193	996.30193	1704.44346
20220521-2-SQUID	19	1	1039.53150	1587.42129	1054.99189	1706.83814
20220521-2-SQUID	20	0	1715.06488	1507.19956	1720.94323	1626.61641
20220521-2-SQUID	20	1	1766.56831	1547.90909	1772.44666	1679.29933
20220521-2-SQUID	21	0	871.96507	1504.82927	883.84591	1585.26386
20220521-2-SQUID	21	1	814.47286	1498.84257	828.74922	1580.47450
20220521-2-SQUID	22	0	2272.69307	59.10891	2147.43564	150.66337
20220521-2-SQUID	23	0	2272.15842	1105.03960	2306.54455	1110.03960
20220521-2-SQUID	23	1	2041.96040	1127.61386	2079.31683	1158.45545
20220521-2-SQUID	24	0	1040.07921	1864.22772	1074.15842	2014.23762
20220521-2-SQUID	24	1	982.15842	1841.35644	1015.04950	1994.93069
20220521-2-SQUID	25	0	980.97030	1795.31683	1010.59406	1943.54455
20220521-2-SQUID	25	1	914.13861	1773.03960	946.13861	1918.00000
