OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20220519-1-SQUID	0	20220519_BOTTOM_3_0001_0001.mp4	24720	20220519_TOP_3_0001_0001.mp4	26127	6.87353	122	0.80302	-770.21085	-373.41175	-3032.79422	4.90641	2.57768	18.81877	2.09084	3151.26988	15.50246	SUS	SUS	SUS	2	1	AD	Passing			
20220519-1-SQUID	1	20220519_BOTTOM_3_0001_0001.mp4	24720	20220519_TOP_3_0001_0001.mp4	26127	6.87353	122	0.80302	-782.73132	-444.15714	-2987.61174	4.90812	2.90499	18.28287	5.06509	3120.21919	16.46931	SUS	SUS	SUS	2	1	AD	Passing			
20220519-1-SQUID	11	20220519_BOTTOM_3_0002_0001.mp4	10632	20220519_TOP_3_0002_0001.mp4	12039	22.95627	150	0.75297	-430.28583	-1017.56113	-2417.22897	2.36207	5.15034	11.75140	4.33308	2657.73822	24.91520	Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing			
20220519-1-SQUID	13	20220519_BOTTOM_3_0002_0001.mp4	13138	20220519_TOP_3_0002_0001.mp4	14545	23.65307	150	1.44978	409.28897	-3197.42809	-6257.90386	5.69973	38.80541	76.33035	0.41759	7039.34831	27.13926	Carcharhinidae	Carcharhinus	albimarginatus	37018027	1	AD	Passing			
20220519-1-SQUID	14	20220519_BOTTOM_3_0002_0001.mp4	13175	20220519_TOP_3_0002_0001.mp4	14582	23.66336	150	1.46007	762.40492	-3185.13561	-6861.02976	10.48833	42.20643	91.37794	5.92523	7602.63635	25.40546	Carangidae		spp		2	AD	Passing			
20220519-1-SQUID	15	20220519_BOTTOM_3_0002_0001.mp4	61956	20220519_TOP_3_0002_0001.mp4	63363	37.22719	B59	0.45740	30.47557	-3018.26546	-5409.99361	2.58690	31.62516	57.02404	7.35951	6195.06949	29.01649	Lethrinidae	Gymnocranius	euanus	37351022	1	AD	Passing			
20220519-1-SQUID	18	20220519_BOTTOM_3_0002_0001.mp4	69012	20220519_TOP_3_0002_0001.mp4	70419	39.18915	B59	2.41936	-289.47886	-2935.77384	-5818.75415	4.36550	33.63282	66.96794	1.34892	6523.83828	26.76962	SUS	SUS	SUS	2	3	AD	Passing			
20220519-1-SQUID	21	20220519_BOTTOM_3_0003_0001.mp4	44890	20220519_TOP_3_0003_0001.mp4	46297	52.48187	147	1.81904	-725.18029	549.00995	-1893.87255	2.87429	2.38179	7.32724	2.11265	2100.96445	26.02840	Pinguipedidae	Parapercis	nebulosa	37390005	2	AD	Passing			
20220519-1-SQUID	22	20220519_BOTTOM_3_0003_0001.mp4	44890	20220519_TOP_3_0003_0001.mp4	46297	52.48187	147	1.81904	-1138.34122	1086.68102	-2726.32714	6.24024	6.23194	14.90699	0.27546	3147.94473	30.42250	Unknown	Unknown	Unknown	0	1	AD	Passing			
20220519-1-SQUID	23	20220519_BOTTOM_3_0004_0001.mp4	18899	20220519_TOP_3_0004_0001.mp4	20306	65.25491	118	2.20693	-1156.52611	-460.96781	-2871.12572	6.85801	3.16746	16.97529	0.57019	3129.44194	23.58703	Pinguipedidae	Parapercis	nebulosa	37390005	1	AD	Passing			
20220519-1-SQUID	24	20220519_BOTTOM_3_0004_0001.mp4	19565	20220519_TOP_3_0004_0001.mp4	20972	65.44010	118	2.39211	-671.69275	-865.02944	-2170.04278	3.08230	3.92311	9.58725	0.20173	2430.74737	26.68860	SUS	SUS	SUS	2	1	AD	Passing			
20220519-1-SQUID	25	20220519_BOTTOM_3_0004_0001.mp4	19565	20220519_TOP_3_0004_0001.mp4	20972	65.44010	118	2.39211	-698.63500	-857.37933	-2083.45465	3.05783	3.73159	8.82807	1.38578	2358.80764	27.87191	SUS	SUS	SUS	2	1	AD	Passing			
20220519-1-SQUID	26	20220519_BOTTOM_3_0004_0001.mp4	19565	20220519_TOP_3_0004_0001.mp4	20972	65.44010	118	2.39211	-750.81938	-973.27603	-2130.73667	3.31707	4.27004	9.17806	0.92017	2459.88510	29.88960	SUS	SUS	SUS	2	1	AD	Passing			
20220519-1-SQUID	28	20220519_BOTTOM_3_0004_0001.mp4	58695	20220519_TOP_3_0004_0001.mp4	60102	76.32041	136	0.64453	-244.53783	771.22428	-6526.63672	4.43088	10.59541	84.32910	0.11424	6576.59278	7.17642	Unknown	Unknown	Unknown	0	1	AD	Passing			
