Dot Point Measurements

Generated: Monday 21 August 2023 13:43:04

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare									Radius %
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		922	2634													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		45.1
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		853	3008													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		63.5
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		1070	2929													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		56.2
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		622	2853													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		62.5
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		858	2592													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		45.0
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		813	2721													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		51.6
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		515	2258													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		47.0
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		907	2875													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		56.3
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		834	3292													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		77.2
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		536	2892													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		66.7
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		821	2507													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		42.6
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		808	2505													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		43.0
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		635	2067													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		37.9
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		521	3033													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		72.9
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		799	3734													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		98.9
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		715	2057													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		33.8
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		1020	3556													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		87.5
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		1006	3670													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		93.3
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		1042	2177													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		22.8
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		572	2428													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		49.0
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		721	583													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		71.4
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		663	1704													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		35.6
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		947	1163													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		40.2
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		626	886													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		60.9
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		951	1859													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		20.3
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		535	712													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		70.6
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		719	1247													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		44.1
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		866	1785													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		24.8
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		755	647													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		67.7
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		771	274													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		84.6
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		872	760													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		60.0
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		1041	355													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		76.9
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		730	825													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		60.4
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		702	606													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		70.8
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		609	779													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		65.7
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		820	691													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		64.3
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		556	1265													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		49.9
20210826-1-FLASH_PCFB17_02_20210826_TOP_1_0006_0001.mp4_0026953.jpg	      0		944	1430													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		29.6
