OpCode	PeriodIndex	Period	FilenameStart	FrameStart	TimeStart	FilenameEnd	FrameEnd	TimeEnd	HasEnd
20220519-1-SQUID	0	122	20220519_BOTTOM_3_0001_0001.mp4	21832	6.07051	20220519_BOTTOM_3_0001_0001.mp4	32621	9.07045	1
20220519-1-SQUID	1	150	20220519_BOTTOM_3_0002_0001.mp4	7924	22.20329	20220519_BOTTOM_3_0002_0001.mp4	18713	25.20323	1
20220519-1-SQUID	2	B59	20220519_BOTTOM_3_0002_0001.mp4	60311	36.76979	20220519_BOTTOM_3_0002_0001.mp4	71100	39.76973	1
20220519-1-SQUID	3	147	20220519_BOTTOM_3_0003_0001.mp4	38348	50.66283	20220519_BOTTOM_3_0003_0001.mp4	49137	53.66278	1
20220519-1-SQUID	4	118	20220519_BOTTOM_3_0004_0001.mp4	10962	63.04799	20220519_BOTTOM_3_0004_0001.mp4	21751	66.04793	1
20220519-1-SQUID	5	136	20220519_BOTTOM_3_0004_0001.mp4	56377	75.67588	20220519_BOTTOM_3_0004_0001.mp4	67166	78.67582	1
20220519-1-SQUID	6	B62	20220519_BOTTOM_3_0005_0001.mp4	23281	86.47333	20220519_BOTTOM_3_0005_0001.mp4	34070	89.47327	1
20220519-1-SQUID	7	B64	20220519_BOTTOM_3_0006_0001.mp4	717	100.19927	20220519_BOTTOM_3_0006_0001.mp4	11506	103.19921	1
20220519-1-SQUID	8	112	20220519_BOTTOM_3_0006_0001.mp4	40975	111.39323	20220519_BOTTOM_3_0006_0001.mp4	51764	114.39317	1
20220519-1-SQUID	9	141	20220519_BOTTOM_3_0007_0001.mp4	16433	124.56917	20220519_BOTTOM_3_0007_0001.mp4	27222	127.56911	1
20220519-1-SQUID	10	B49	20220519_BOTTOM_3_0007_0001.mp4	62576	137.39948	20220519_BOTTOM_3_0008_0001.mp4	1436	140.39943	1
20220519-1-SQUID	11	146	20220519_BOTTOM_3_0008_0001.mp4	50601	154.07003	20220519_BOTTOM_3_0008_0001.mp4	61390	157.06997	1
20220519-1-SQUID	12	119	20220519_BOTTOM_3_0009_0001.mp4	17845	164.96202	20220519_BOTTOM_3_0009_0001.mp4	28634	167.96196	1
20220521-2-SQUID	0	B54.2	20220521_BOTTOM_2_0001_0001.mp4	60401	16.79483	20220521_BOTTOM_2_0001_0001.mp4	71190	19.79478	1
20220521-2-SQUID	1	B52	20220521_BOTTOM_2_0002_0001.mp4	51214	34.24032	20220521_BOTTOM_2_0002_0001.mp4	62003	37.24026	1
20220521-2-SQUID	2	132	20220521_BOTTOM_2_0003_0001.mp4	38194	50.62001	20220521_BOTTOM_2_0003_0001.mp4	48983	53.61996	1
20220521-2-SQUID	3	105	20220521_BOTTOM_2_0004_0001.mp4	24055	66.68857	20220521_BOTTOM_2_0004_0001.mp4	34844	69.68851	1
20220521-3-SQUID	0	153	20220521_BOTTOM_3_0001_0001.mp4	30644	8.52073	20220521_BOTTOM_3_0001_0001.mp4	41433	11.52068	1
20220521-3-SQUID	1	B55	20220521_BOTTOM_3_0002_0001.mp4	16219	24.50976	20220521_BOTTOM_3_0002_0001.mp4	27008	27.50970	1
20220521-3-SQUID	2	B56	20220521_BOTTOM_3_0002_0001.mp4	63438	37.63927	20220521_BOTTOM_3_0003_0001.mp4	2299	40.63921	1
