OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20220519-1-SQUID	2	20220519_BOTTOM_3_0001_0001.mp4	26711	20220519_TOP_3_0001_0001.mp4	28118	7.42714	122	1.35663	561.81436	43.41506	13.11593	7755.19540	10.88118	45.04988	74.07620	-263.40829	-1440.07880	-7615.76292	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	3	20220519_BOTTOM_3_0001_0001.mp4	26759	20220519_TOP_3_0001_0001.mp4	28166	7.44049	122	1.36998	587.16975	33.16476	6.44686	6616.40116	14.32556	76.03512	81.87201	-225.08595	-1621.55750	-6410.66704	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	4	20220519_BOTTOM_3_0001_0001.mp4	26829	20220519_TOP_3_0001_0001.mp4	28236	7.45995	122	1.38944	494.69258	43.17535	6.62912	6468.35840	10.61875	86.58171	69.62875	-644.89108	-1002.42045	-6357.58831	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	5	20220519_BOTTOM_3_0001_0001.mp4	26829	20220519_TOP_3_0001_0001.mp4	28236	7.45995	122	1.38944	599.19515	19.65227	8.71583	7125.74979	4.75523	33.18972	77.54894	-441.79537	-392.12879	-7101.22256	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	6	20220519_BOTTOM_3_0001_0001.mp4	28396	20220519_TOP_3_0001_0001.mp4	29803	7.89567	122	1.82516	469.54539	34.04934	2.77696	4474.03642	15.01482	85.50273	51.92105	36.35846	-1158.51286	-4321.28776	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20220519-1-SQUID	7	20220519_BOTTOM_3_0001_0001.mp4	28817	20220519_TOP_3_0001_0001.mp4	30224	8.01273	122	1.94222	453.98006	30.10068	4.51410	4745.06909	23.75672	69.27828	62.99462	286.34531	-1890.00204	-4342.99198	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20220519-1-SQUID	8	20220519_BOTTOM_3_0001_0001.mp4	32494	20220519_TOP_3_0001_0001.mp4	33901	9.03514	122	2.96463	462.72369	14.67060	8.50733	3940.82835	21.55043	47.19432	75.62665	640.18023	-1298.28975	-3665.34324	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20220519-1-SQUID	9	20220519_BOTTOM_3_0002_0001.mp4	10239	20220519_TOP_3_0002_0001.mp4	11646	22.84699	150	0.64370	765.51954	6.88539	10.85990	2567.23992	20.88428	43.01818	77.62757	-284.67463	869.77223	-2398.57821	Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing			
20220519-1-SQUID	10	20220519_BOTTOM_3_0002_0001.mp4	10382	20220519_TOP_3_0002_0001.mp4	11789	22.88675	150	0.68346	1143.69971	4.54306	5.83793	2296.64756	12.87491	50.47615	77.44001	-507.23653	-67.79070	-2238.90722	Cheloniidae	Caretta	caretta	39020001	1	AD	Passing			
20220519-1-SQUID	12	20220519_BOTTOM_3_0002_0001.mp4	12202	20220519_TOP_3_0002_0001.mp4	13609	23.39281	150	1.18952	279.08143	19.29467	3.29134	3779.42549	29.83142	71.19113	55.22853	923.81527	-1637.45065	-3278.62436	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20220519-1-SQUID	16	20220519_BOTTOM_3_0002_0001.mp4	65031	20220519_TOP_3_0002_0001.mp4	66438	38.08221	B59	1.31242	99.38522	2.98835	4.72694	2620.68987	19.21954	3.11413	78.85140	-804.27647	-312.07919	-2474.62348	Nemipteridae	Pentapodus	nagasakiensis	37347012	1	AD	Passing			
20220519-1-SQUID	17	20220519_BOTTOM_3_0002_0001.mp4	66425	20220519_TOP_3_0002_0001.mp4	67832	38.46982	B59	1.70003	475.24725	34.32599	13.44727	4283.20053	27.48042	78.92521	35.21841	66.66862	1975.33880	-3799.92088	Lethrinidae	Gymnocranius	euanus	37351022	1	AD	Passing			
20220519-1-SQUID	19	20220519_BOTTOM_3_0003_0001.mp4	38609	20220519_TOP_3_0003_0001.mp4	40016	50.73541	147	0.07257	221.52830	8.97842	2.22776	5347.09132	6.13339	2.12451	76.39965	-64.51848	-567.64762	-5316.48372	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20220519-1-SQUID	20	20220519_BOTTOM_3_0003_0001.mp4	40118	20220519_TOP_3_0003_0001.mp4	41525	51.15499	147	0.49216	54.75179	5.30365	0.10999	2054.90166	18.88372	36.36638	44.27386	-627.63009	-219.98502	-1944.30139	Cirrhitidae	Cyprinocirrhites	polyactis	37374006	1	AD	Passing			
20220519-1-SQUID	27	20220519_BOTTOM_3_0004_0001.mp4	20309	20220519_TOP_3_0004_0001.mp4	21716	65.64697	118	2.59899	454.80457	13.63148	19.73841	4149.05250	7.98770	87.40623	76.20970	-172.38726	550.17953	-4108.79809	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
