OpCode	PointIndex	Filename	Frame	Time	Period	PeriodTime	ImageCol	ImageRow	RectWidth	RectHeight	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20220519-1-SQUID	0	20220519_BOTTOM_3_0001_0001.mp4	24720	6.87353	122	0.80302	1151.37255	837.98039	0.00000	0.00000	SUS	SUS	SUS	2	1	AD	Passing			
20220519-1-SQUID	1	20220519_BOTTOM_3_0001_0001.mp4	24720	6.87353	122	0.80302	1120.39216	828.17647	0.00000	0.00000	SUS	SUS	SUS	2	1	AD	Passing			
20220519-1-SQUID	2	20220519_BOTTOM_3_0001_0001.mp4	24949	6.93721	122	0.86670	1470.58824	1265.88235	0.00000	0.00000	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20220519-1-SQUID	3	20220519_BOTTOM_3_0001_0001.mp4	26083	7.25252	122	1.18201	1988.23529	1541.17647	0.00000	0.00000	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	4	20220519_BOTTOM_3_0001_0001.mp4	26083	7.25252	122	1.18201	2145.88235	1498.82353	0.00000	0.00000	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	5	20220519_BOTTOM_3_0001_0001.mp4	26083	7.25252	122	1.18201	2435.29412	1600.00000	0.00000	0.00000	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	6	20220519_BOTTOM_3_0001_0001.mp4	26829	7.45995	122	1.38944	3112.94118	675.29412	0.00000	0.00000	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	7	20220519_BOTTOM_3_0001_0001.mp4	26829	7.45995	122	1.38944	3040.00000	569.41176	0.00000	0.00000	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	8	20220519_BOTTOM_3_0001_0001.mp4	26829	7.45995	122	1.38944	2929.41176	607.05882	0.00000	0.00000	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	9	20220519_BOTTOM_3_0001_0001.mp4	26829	7.45995	122	1.38944	2840.00000	585.88235	0.00000	0.00000	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing			
20220519-1-SQUID	10	20220519_BOTTOM_3_0001_0001.mp4	28542	7.93626	122	1.86575	1545.88235	1458.82353	0.00000	0.00000	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20220519-1-SQUID	11	20220519_BOTTOM_3_0001_0001.mp4	28542	7.93626	122	1.86575	1331.76471	1534.11765	0.00000	0.00000	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20220519-1-SQUID	12	20220519_BOTTOM_3_0001_0001.mp4	29763	8.27577	122	2.20526	1018.82353	1484.70588	0.00000	0.00000	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20220519-1-SQUID	13	20220519_BOTTOM_3_0001_0001.mp4	31904	8.87108	122	2.80058	1103.52941	1301.17647	0.00000	0.00000	Lutjanidae	Pristipomoides	sp1		1	AD	Passing			
20220519-1-SQUID	14	20220519_BOTTOM_3_0001_0001.mp4	32453	9.02374	122	2.95323	1430.58824	1289.41176	0.00000	0.00000	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20220519-1-SQUID	15	20220519_BOTTOM_3_0002_0001.mp4	9790	22.72214	150	0.51885	3618.82353	1592.94118	0.00000	0.00000	Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing			
20220519-1-SQUID	16	20220519_BOTTOM_3_0002_0001.mp4	10382	22.88675	150	0.68346	1088.31683	1767.92079	0.00000	0.00000	Cheloniidae	Caretta	caretta	39020001	1	AD	Passing			
