"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","successful.count","successful.length"
"16","20210826_BOTTOM_4_0002_0001.mp4","62802","20210826_TOP_4_0002_0001.mp4","57519","PCFB10","0.51079",NA,NA,"2.39618","3120.60482","26.06636",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","cooperi","37311113",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-351.93886","-1338.15875","-2797.07787","2.39234","7.61197","16.00942","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"17","20210826_BOTTOM_4_0002_0001.mp4","62802","20210826_TOP_4_0002_0001.mp4","57519","PCFB10","0.51079",NA,NA,"2.25535","3203.05732","23.74476",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","cooperi","37311113",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-252.63876","-1278.22052","-2926.07282","2.05507","7.59844","17.47871","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"18","20210826_BOTTOM_4_0002_0001.mp4","62802","20210826_TOP_4_0002_0001.mp4","57519","PCFB10","0.51079",NA,NA,"1.09723","3147.29302","28.95953",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","cooperi","37311113",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-329.27033","-1500.52794","-2746.89830","2.24029","8.31137","15.35568","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"20","20210826_BOTTOM_4_0002_0001.mp4","64856","20210826_TOP_4_0002_0001.mp4","59573","PCFB10","1.08191",NA,NA,"5.89957","5865.62074","21.17834",NA,NA,NA,NA,NA,"Acanthuridae","Naso","fageni","37437027",46,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","537.17620","2000.85169","-5487.58061","6.14186","21.77402","57.87457","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"21","20210826_BOTTOM_4_0002_0001.mp4","64856","20210826_TOP_4_0002_0001.mp4","59573","PCFB10","1.08191",NA,NA,"0.61843","2463.99077","27.48171",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","cooperi","37311113",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","63.35343","1115.67735","-2196.01933","1.07911","4.92388","9.34084","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"27","20210826_BOTTOM_4_0002_0001.mp4","65158","20210826_TOP_4_0002_0001.mp4","59875","PCFB10","1.16589",NA,NA,"4.25353","4086.97158","15.70987",NA,NA,NA,NA,NA,"Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","215.84855","1045.56299","-3945.06580","2.50161","8.67408","30.84339","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"48","20210826_BOTTOM_4_0002_0001.mp4","67963","20210826_TOP_4_0002_0001.mp4","62680","PCFB10","1.94583",NA,NA,"11.71516","5459.66834","20.04852",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","207.68496","1836.52488","-5137.31659","3.17997","19.02832","52.32308","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"53","20210826_BOTTOM_4_0002_0001.mp4","69943","20210826_TOP_4_0002_0001.mp4","64660","PCFB10","2.49638",NA,NA,"4.63981","3676.39530","10.55013",NA,NA,NA,NA,NA,"Cirrhitidae","Cyprinocirrhites","polyactis","37374006",5,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-304.17952","-632.79688","-3608.72905","2.78885","4.65898","26.08826","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"54","20210826_BOTTOM_4_0002_0001.mp4","70668","20210826_TOP_4_0002_0001.mp4","65385","PCFB10","2.69797",NA,NA,"0.01479","1885.45448","21.17501",NA,NA,NA,NA,NA,"Apogonidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-675.36960","72.12120","-1758.86698","2.54185","0.92993","6.46351","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"55","20210826_BOTTOM_4_0002_0001.mp4","71272","20210826_TOP_4_0002_0001.mp4","65989","PCFB10","2.86592",NA,NA,"0.40968","6124.34009","20.41451",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",3,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-710.59977","-2065.84787","-5721.43881","8.53921","23.14545","65.68606","-22.7237","113.547",NA,NA,"Pt Cloates",NA,NA,"89.1","Yes","Yes"
"56","20210826_BOTTOM_4_0003_0001.mp4","30594","20210826_TOP_4_0003_0001.mp4","25311","PCFB41","0.05784",NA,NA,"7.10171","7480.17394","15.83329",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",2,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","1652.38724","1164.77750","-7201.79922","22.88954","17.01619","100.54337","-22.7273","113.5453",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"57","20210826_BOTTOM_4_0003_0001.mp4","31826","20210826_TOP_4_0003_0001.mp4","26543","PCFB41","0.40040",NA,NA,"4.09247","4096.48899","10.13682",NA,NA,NA,NA,NA,"Lutjanidae","Paracaesio","xanthura","37346049",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-566.18722","451.89602","-4031.92808","5.01876","4.15512","33.46506","-22.7273","113.5453",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"58","20210826_BOTTOM_4_0003_0001.mp4","69413","20210826_TOP_4_0003_0001.mp4","64130","PCFB3","0.01696",NA,NA,"0.83148","6625.29633","26.06849",NA,NA,NA,NA,NA,"Mullidae","Parupeneus","heptacanthus","37355004",18,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-630.38606","2850.54807","-5947.39780","7.93728","33.77704","70.95283","-22.7291","113.5491",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"59","20210826_BOTTOM_4_0003_0001.mp4","71426","20210826_TOP_4_0003_0001.mp4","66143","PCFB3","0.57669",NA,NA,"3.58467","4747.71471","8.55804",NA,NA,NA,NA,NA,"Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-514.32624","490.82225","-4694.18331","5.37681","5.12591","44.94413","-22.7291","113.5491",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"60","20210826_BOTTOM_4_0003_0001.mp4","71438","20210826_TOP_4_0003_0001.mp4","66155","PCFB3","0.58002",NA,NA,"0.70075","5344.17739","23.03780",NA,NA,NA,NA,NA,"Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-650.64416","1994.33806","-4915.23243","6.81373","19.85954","49.17238","-22.7291","113.5491",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"61","20210826_BOTTOM_4_0003_0001.mp4","71501","20210826_TOP_4_0003_0001.mp4","66218","PCFB3","0.59754",NA,NA,"4.14295","4693.88968","7.06598",NA,NA,NA,NA,NA,"Labridae","Bodianus","solatus","37384201",3,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-553.14463","172.00362","-4658.00882","5.68299","2.73005","44.36447","-22.7291","113.5491",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"62","20210826_BOTTOM_4_0004_0001.mp4","636","20210826_TOP_4_0003_0001.mp4","67281","PCFB3","0.89311",NA,NA,"5.14230","3519.21187","31.15296",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",20,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-43.81042","1806.19489","-3020.03193","1.43619","10.80864","17.92751","-22.7291","113.5491",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"64","20210826_BOTTOM_4_0004_0001.mp4","995","20210826_TOP_4_0003_0001.mp4","67640","PCFB3","0.99294",NA,NA,"15.52351","5034.53904","20.84967",NA,NA,NA,NA,NA,"Mullidae","Parupeneus","heptacanthus","37355004",2,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-598.67112","-1682.45912","-4707.17618","6.19228","16.31260","45.33121","-22.7291","113.5491",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"66","20210826_BOTTOM_4_0004_0001.mp4","4575","20210826_TOP_4_0003_0001.mp4","71220","PCFB3","1.98838",NA,NA,"0.50769","6064.83667","27.37970",NA,NA,NA,NA,NA,"Lethrinidae","Gymnocranius","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","1085.13939","-2594.08881","-5373.58535","11.03348","26.34542","55.45044","-22.7291","113.5491",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"67","20210826_BOTTOM_4_0004_0001.mp4","4575","20210826_TOP_4_0003_0001.mp4","71220","PCFB3","1.98838",NA,NA,"0.80640","5484.90929","30.12342",NA,NA,NA,NA,NA,"Lethrinidae","Gymnocranius","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","1005.31334","-2584.30019","-4732.33215","8.86034","22.81720","42.49275","-22.7291","113.5491",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"69","20210826_BOTTOM_4_0004_0001.mp4","6083","20210826_TOP_4_0004_0001.mp4","800","PCFB3","2.40768",NA,NA,"9.91321","5572.13292","24.91098",NA,NA,NA,NA,NA,"Lutjanidae","Lutjanus","lemniscatus","37346010",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","298.22383","-2321.07982","-5056.90778","3.45582","22.62805","49.34914","-22.7291","113.5491",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"76","20210826_BOTTOM_4_0004_0001.mp4","35901","20210826_TOP_4_0004_0001.mp4","30618","PCFB39","0.00945",NA,NA,"3.58777","5232.41454","27.53426",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","341.33143","-2388.26584","-4643.04221","3.38749","21.07263","41.10246","-22.7304","113.5515",NA,NA,"Pt Cloates",NA,NA,"80.7","Yes","Yes"
"77","20210826_BOTTOM_4_0004_0001.mp4","36456","20210826_TOP_4_0004_0001.mp4","31173","PCFB39","0.16377",NA,NA,"10.04824","3853.26713","29.59386",NA,NA,NA,NA,NA,"Mullidae","Parupeneus","heptacanthus","37355004",3,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-52.96247","-1897.59728","-3353.20550","1.62120","12.44099","22.05734","-22.7304","113.5515",NA,NA,"Pt Cloates",NA,NA,"80.7","Yes","Yes"
"78","20210826_BOTTOM_4_0004_0001.mp4","36897","20210826_TOP_4_0004_0001.mp4","31614","PCFB39","0.28640",NA,NA,"7.92389","7126.74365","0.98066",NA,NA,NA,NA,NA,"Balistidae","Sufflamen","fraenatum","37465014",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-119.85464","-12.86803","-7125.72413","3.81468","3.39579","101.01994","-22.7304","113.5515",NA,NA,"Pt Cloates",NA,NA,"80.7","Yes","Yes"
"0","20210908_BOTTOM_3_0001_0001.mp4","23744","20210908_TOP_2_0001_0001.mp4","37757","PCFB1.1","0.45712",NA,NA,"1.02705","3455.16619","28.50021",NA,NA,NA,NA,NA,"Carcharhinidae","Carcharhinus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-403.14396","-1594.45918","-3038.64251","2.89489","9.89670","18.84218","-22.7596","113.5395",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"1","20210908_BOTTOM_3_0001_0001.mp4","23761","20210908_TOP_2_0001_0001.mp4","37774","PCFB1.1","0.46185",NA,NA,"0.47787","3234.22049","28.24630",NA,NA,NA,NA,NA,"Carangidae","Carangoides","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-382.58524","-1478.14305","-2851.12325","2.61592","8.64090","16.63219","-22.7596","113.5395",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2","20210908_BOTTOM_3_0001_0001.mp4","28515","20210908_TOP_2_0001_0001.mp4","42528","PCFB1.1","1.78373",NA,NA,"6.65409","4576.17274","18.05355",NA,NA,NA,NA,NA,"Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","263.61366","-1387.49916","-4352.78197","2.85311","11.93757","37.08450","-22.7596","113.5395",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"1","20210908_BOTTOM_4_0001_0001.mp4","17784","20210908_TOP_3_0001_0001.mp4","19747","PCFBP14","0.22856",NA,NA,"1.28851","775.23919","31.60630",NA,NA,NA,NA,NA,"Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-97.24301","-393.57234","-660.78772","0.35011","0.63043","0.94176","-22.766","113.5392",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"5","20210908_BOTTOM_4_0003_0001.mp4","50655","20210908_TOP_4_0001_0001.mp4","17219","PCFB21","0.32811",NA,NA,"2.54242","7245.45024","4.76593",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-600.56632","8.21688","-7220.51257","9.35512","3.55342","105.15688","-22.7582","113.5431",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"6","20210908_BOTTOM_4_0003_0001.mp4","50655","20210908_TOP_4_0001_0001.mp4","17219","PCFB21","0.32811",NA,NA,"0.47177","7145.25741","7.81240",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-515.99993","790.32496","-7082.64315","8.05639","12.18340","100.95615","-22.7582","113.5431",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"7","20210908_BOTTOM_4_0003_0001.mp4","53224","20210908_TOP_4_0001_0001.mp4","19788","PCFB21","1.04243",NA,NA,"0.43627","5263.27058","29.89035",NA,NA,NA,NA,NA,"Pomacanthidae","Chaetodontoplus","personifer","37365008",4,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-428.90120","-2608.53487","-4551.22037","4.46484","23.51350","41.59101","-22.7582","113.5431",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"8","20210908_BOTTOM_4_0003_0001.mp4","53631","20210908_TOP_4_0001_0001.mp4","20195","PCFB21","1.15560",NA,NA,"5.49534","6444.83013","29.47605",NA,NA,NA,NA,NA,"Balistidae","Sufflamen","fraenatum","37465014",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-197.95611","-3190.79364","-5596.02401","3.48956","35.04282","62.33537","-22.7582","113.5431",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"9","20210908_BOTTOM_4_0003_0001.mp4","53870","20210908_TOP_4_0001_0001.mp4","20434","PCFB21","1.22205",NA,NA,"3.10218","5405.80732","28.96350",NA,NA,NA,NA,NA,"Scaridae","Scarus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","62.75847","-2638.71946","-4717.62374","2.26347","24.34157","44.14899","-22.7582","113.5431",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"11","20210908_BOTTOM_4_0004_0001.mp4","32010","20210908_TOP_4_0001_0001.mp4","70502","PCFB1.2","0.00000",NA,NA,"1.43926","7658.27607","30.28895",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-1019.29383","-3784.63363","-6579.26902","13.48083","48.21536","85.72134","-22.7596","113.5395",NA,NA,"Pt Cloates",NA,NA,"86","Yes","Yes"
"12","20210908_BOTTOM_4_0004_0001.mp4","32010","20210908_TOP_4_0001_0001.mp4","70502","PCFB1.2","0.00000",NA,NA,"4.78511","7561.81151","31.51355",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","884.09337","3794.58575","-6480.77859","10.75134","45.85801","76.84895","-22.7596","113.5395",NA,NA,"Pt Cloates",NA,NA,"86","Yes","Yes"
"13","20210908_BOTTOM_4_0004_0001.mp4","32732","20210908_TOP_4_0002_0001.mp4","10730","PCFB1.2","0.20076",NA,NA,"3.99661","1870.68084","33.24773",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","292.73171","975.76056","-1568.96344","1.09620","2.96465","4.66442","-22.7596","113.5395",NA,NA,"Pt Cloates",NA,NA,"86","Yes","Yes"
"14","20210908_BOTTOM_4_0004_0001.mp4","34233","20210908_TOP_4_0002_0001.mp4","797","PCFB1.2","0.61812",NA,NA,"0.21843","2211.26670","18.39496",NA,NA,NA,NA,NA,"Carangidae","Seriola","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","646.94136","251.87686","-2099.45835","2.69748","1.45474","8.60333","-22.7596","113.5395",NA,NA,"Pt Cloates",NA,NA,"86","Yes","Yes"
"18","20210908_BOTTOM_4_0005_0001.mp4","27586","20210908_TOP_4_0002_0001.mp4","66078","PCFBP17","2.26977",NA,NA,"6.29818","3560.92537","17.33960",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-140.61580","1056.58264","-3397.65358","1.87827","7.30500","23.24281","-22.7565","113.5294",NA,NA,"Pt Cloates",NA,NA,"99","Yes","Yes"
"19","20210908_BOTTOM_4_0006_0001.mp4","2499","20210908_TOP_4_0003_0001.mp4","40991","PCFBP18","1.20760",NA,NA,"3.54187","2515.76295","12.72776",NA,NA,NA,NA,NA,"Scombridae","Scomberomorus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","478.42793","283.22499","-2453.55937","2.37848","1.73523","11.56582","-22.7533","113.5301",NA,NA,"Pt Cloates",NA,NA,"98","Yes","Yes"
"22","20210908_BOTTOM_4_0007_0001.mp4","43797","20210908_TOP_4_0005_0001.mp4","10361","PCFB35","0.89701",NA,NA,"3.45318","5985.59506","14.53553",NA,NA,NA,NA,NA,"Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","998.21340","-1149.26532","-5788.79154","11.39504","12.99994","65.95530","-22.7537","113.5402",NA,NA,"Pt Cloates",NA,NA,"88","Yes","Yes"
"29","20210908_BOTTOM_4_0007_0001.mp4","49909","20210908_TOP_4_0005_0001.mp4","16473","PCFB35","2.59648",NA,NA,"0.52055","2574.85510","31.00133",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-373.71608","1252.65781","-2218.34702","1.90507","5.64480","9.71294","-22.7537","113.5402",NA,NA,"Pt Cloates",NA,NA,"88","Yes","Yes"
"30","20210908_BOTTOM_4_0008_0001.mp4","25990","20210908_TOP_4_0005_0001.mp4","64483","PCFBP3","0.00000",NA,NA,"4.87750","4953.55117","29.22379",NA,NA,NA,NA,NA,"Serranidae","Variola","louti","37311166",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","278.32961","-2396.43318","-4326.35063","2.75395","19.62493","35.58968","-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"31","20210908_BOTTOM_4_0008_0001.mp4","25990","20210908_TOP_4_0005_0001.mp4","64483","PCFBP3","0.00000",NA,NA,"1.55889","5602.27261","32.01141",NA,NA,NA,NA,NA,"Carangidae","Caranx","ignobilis","37337027",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","774.83868","2844.98371","-4763.52298","7.03104","25.54847","42.52403","-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"34","20210908_BOTTOM_4_0008_0001.mp4","26063","20210908_TOP_4_0005_0001.mp4","64556","PCFBP3","0.02030",NA,NA,"6.18316","5160.50975","18.50184",NA,NA,NA,NA,NA,"Chaetodontidae","Heniochus","acuminatus","37365011",2,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","227.56349","1599.22755","-4901.17813","3.16184","15.88400","47.68170","-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"35","20210908_BOTTOM_4_0008_0001.mp4","26077","20210908_TOP_4_0005_0001.mp4","64570","PCFBP3","0.02419",NA,NA,"9.16213","4609.71210","19.19528",NA,NA,NA,NA,NA,"Chaetodontidae","Heniochus","acuminatus","37365011",4,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","217.74545","1479.88664","-4360.27156","2.75695","13.08964","37.75330","-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"38","20210908_BOTTOM_4_0008_0001.mp4","27174","20210908_TOP_4_0005_0001.mp4","65667","PCFBP3","0.32922",NA,NA,"9.55736","4817.79450","24.22562",NA,NA,NA,NA,NA,"Chaetodontidae","Heniochus","acuminatus","37365011",4,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-451.05528","1904.54412","-4402.31810","4.43669","17.07665","38.95738","-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"43","20210908_BOTTOM_4_0008_0001.mp4","28194","20210908_TOP_4_0005_0001.mp4","66687","PCFBP3","0.61283",NA,NA,"0.18745","7503.10326","3.32795",NA,NA,NA,NA,NA,"Pomacanthidae","Pomacanthus","semicirculatus","37365080",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-45.28229","-467.60291","-7488.38137","3.64713","7.41684","112.27342","-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"48","20210908_BOTTOM_4_0008_0001.mp4","29021","20210908_TOP_4_0005_0001.mp4","67514","PCFBP3","0.84279",NA,NA,"0.86327","5761.07037","31.11713",NA,NA,NA,NA,NA,"Balistidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","1199.00046","2702.47281","-4944.59002","10.82351","24.81339","45.09616","-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"1","20210908_BOTTOM_5_0002_0001.mp4","45229","20210908_TOP_5_0002_0001.mp4","45684","PCFB8","0.27138",NA,NA,"1.31528","5668.72221","22.87272",NA,NA,NA,NA,NA,"Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","702.33010","2064.40291","-5232.53137","7.39639","21.34924","53.35671","-22.7461","113.5399",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"6","20210908_BOTTOM_5_0004_0001.mp4","6991","20210908_TOP_5_0004_0001.mp4","7446","PCFBP2","0.32171",NA,NA,"0.43342","2140.97748","23.04885",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-481.53102","688.81436","-1969.12347","2.13256","2.98819","8.28246","-22.7434","113.5452",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"7","20210908_BOTTOM_5_0004_0001.mp4","54761","20210908_TOP_5_0004_0001.mp4","55216","PCFB13","0.18658",NA,NA,"2.22090","2823.45686","30.27342",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","454.71569","1352.13718","-2436.56876","2.13482","5.95591","10.75338","-22.7434","113.5484",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"18","20210908_BOTTOM_5_0005_0001.mp4","38422","20210908_TOP_5_0005_0001.mp4","38877","PCFB27","0.12791",NA,NA,"5.12434","6806.24754","25.88776",NA,NA,NA,NA,NA,"Acanthuridae","Acanthurus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","981.04689","2776.90944","-6136.06768","11.65571","33.08419","72.36000","-22.7409","113.5496",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"22","20210908_BOTTOM_5_0005_0001.mp4","38597","20210908_TOP_5_0005_0001.mp4","39052","PCFB27","0.17657",NA,NA,"0.33367","7281.26524","15.38874",NA,NA,NA,NA,NA,"Serranidae","Variola","louti","37311166",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","453.32099","-1910.50029","-7011.51283","6.96501","26.29336","97.88215","-22.7409","113.5496",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"29","20210908_BOTTOM_5_0005_0001.mp4","39285","20210908_TOP_5_0005_0001.mp4","39740","PCFB27","0.36787",NA,NA,"1.17964","6222.94690","17.95013",NA,NA,NA,NA,NA,"Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","82.49599","1888.85740","-5928.78404","2.96192","22.70370","69.92634","-22.7409","113.5496",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"30","20210908_BOTTOM_5_0005_0001.mp4","39655","20210908_TOP_5_0005_0001.mp4","40110","PCFB27","0.47075",NA,NA,"14.56594","4845.54761","26.69614",NA,NA,NA,NA,NA,"Acanthuridae","Naso","fageni","37437027",10,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","-3.50631","-2196.76320","-4318.97567","2.05181","18.73043","37.31600","-22.7409","113.5496",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"31","20210908_BOTTOM_5_0005_0001.mp4","43104","20210908_TOP_5_0005_0001.mp4","43559","PCFB27","1.42976",NA,NA,"16.17206","7851.93847","20.70732",NA,NA,NA,NA,NA,"Pomacanthidae","Pomacanthus","imperator","37365014",1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","677.16409","-2726.26237","-7332.24932","10.11975","38.95584","106.33466","-22.7409","113.5496",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"38","20210908_BOTTOM_5_0007_0001.mp4","13119","20210908_TOP_5_0007_0001.mp4","13574","PCFBP4","2.93210",NA,NA,"4.68813","8435.52312","6.10255",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",3,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","399.07272","718.31083","-8395.40474","7.61295","13.98887","139.44868","-22.7376","113.5416",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"7","20210908_BOTTOM_6_0001_0001.mp4","23560","20210908_TOP_6_0001_0001.mp4","22242","PCFB11","1.50317",NA,NA,"2.26040","2150.25933","13.15536",NA,NA,NA,NA,NA,"Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_PtCloates_BOSS","461.89871","-158.82229","-2094.04876","1.95422","1.16273","8.41657","-22.7358","113.5445",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
