"campaignid","sample","filename","periodtime","family","genus","species","maxn","latitude","longitude","date","time","location","status","site","depth","successful.count","successful.length"
"2021-08_PtCloates_BOSS","PCFB31","20210826_BOTTOM_3_0003_0001.mp4","2.52419","Carangidae","Carangoides","fulvoguttatus",1,"-22.7113","113.5533",NA,NA,"Pt Cloates",NA,NA,"82.1","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB31","20210826_BOTTOM_3_0003_0001.mp4","2.68185","Carcharhinidae","Carcharhinus","albimarginatus",1,"-22.7113","113.5533",NA,NA,"Pt Cloates",NA,NA,"82.1","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB31","20210826_BOTTOM_3_0003_0001.mp4","2.52419","Lethrinidae","Gymnocranius","sp1",1,"-22.7113","113.5533",NA,NA,"Pt Cloates",NA,NA,"82.1","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB32","20210826_BOTTOM_3_0001_0001.mp4","2.63680","Carangidae","Carangoides","fulvoguttatus",1,"-22.7073","113.5572",NA,NA,"Pt Cloates",NA,NA,"81.2","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB32","20210826_BOTTOM_3_0001_0001.mp4","1.54821","Lethrinidae","Gymnocranius","sp1",2,"-22.7073","113.5572",NA,NA,"Pt Cloates",NA,NA,"81.2","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB33","20210826_BOTTOM_1_0008_0001.mp4","0.71655","Balistidae","Abalistes","spp",1,"-22.6973","113.561",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB33","20210826_BOTTOM_1_0008_0001.mp4","0.29780","Lethrinidae","Gymnocranius","sp1",4,"-22.6973","113.561",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB33","20210826_BOTTOM_1_0008_0001.mp4","1.03325","Unknown","Unknown","Unknown",1,"-22.6973","113.561",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB34","20210908_BOTTOM_5_0001_0001.mp4","0.00000","Lethrinidae","Gymnocranius","sp1",1,"-22.7489","113.543",NA,NA,"Pt Cloates",NA,NA,"86","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB35","20210908_BOTTOM_4_0007_0001.mp4","0.89701","Lutjanidae","Pristipomoides","sp1",7,"-22.7537","113.5402",NA,NA,"Pt Cloates",NA,NA,"88","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB35","20210908_BOTTOM_4_0007_0001.mp4","2.60149","Pinguipedidae","Parapercis","nebulosa",1,"-22.7537","113.5402",NA,NA,"Pt Cloates",NA,NA,"88","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB36","20210826_BOTTOM_4_0002_0001.mp4","0.48604","Carcharhinidae","Carcharhinus","albimarginatus",1,"-22.7232","113.5498",NA,NA,"Pt Cloates",NA,NA,"84.4","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB36","20210826_BOTTOM_4_0002_0001.mp4","2.72300","Lethrinidae","Gymnocranius","sp1",1,"-22.7232","113.5498",NA,NA,"Pt Cloates",NA,NA,"84.4","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB36","20210826_BOTTOM_4_0002_0001.mp4","1.12056","Unknown","Unknown","Unknown",30,"-22.7232","113.5498",NA,NA,"Pt Cloates",NA,NA,"84.4","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB37","20210908_BOTTOM_5_0003_0001.mp4","2.96546","Lutjanidae","Pristipomoides","sp1",2,"-22.7436","113.5427",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB38","20210826_BOTTOM_1_0007_0001.mp4","1.27878","Lethrinidae","Gymnocranius","sp1",2,"-22.6921","113.5578",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB38","20210826_BOTTOM_1_0006_0001.mp4","0.19186","Lutjanidae","Pristipomoides","sp1",1,"-22.6921","113.5578",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB39","20210826_BOTTOM_4_0004_0001.mp4","0.16377","Balistidae","Sufflamen","fraenatum",1,"-22.7304","113.5515",NA,NA,"Pt Cloates",NA,NA,"80.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB39","20210826_BOTTOM_4_0004_0001.mp4","0.16377","Mullidae","Parupeneus","heptacanthus",3,"-22.7304","113.5515",NA,NA,"Pt Cloates",NA,NA,"80.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB39","20210826_BOTTOM_4_0004_0001.mp4","0.00945","Unknown","Unknown","Unknown",1,"-22.7304","113.5515",NA,NA,"Pt Cloates",NA,NA,"80.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB4.1","20210826_BOTTOM_3_0005_0001.mp4","0.14932","Balistidae","Sufflamen","fraenatum",1,"-22.716","113.5564",NA,NA,"Pt Cloates",NA,NA,"77.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB4.1","20210826_BOTTOM_3_0005_0001.mp4","1.55099","Carcharhinidae","Carcharhinus","albimarginatus",1,"-22.716","113.5564",NA,NA,"Pt Cloates",NA,NA,"77.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB4.1","20210826_BOTTOM_3_0005_0001.mp4","0.62646","Lethrinidae","Gymnocranius","sp1",2,"-22.716","113.5564",NA,NA,"Pt Cloates",NA,NA,"77.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB4.2","20210826_BOTTOM_3_0006_0001.mp4","1.83934","Acanthuridae","Naso","spp",1,"-22.7163","113.5566",NA,NA,"Pt Cloates",NA,NA,"77.5","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB4.2","20210826_BOTTOM_3_0006_0001.mp4","0.00000","Carcharhinidae","Carcharhinus","albimarginatus",1,"-22.7163","113.5566",NA,NA,"Pt Cloates",NA,NA,"77.5","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB4.2","20210826_BOTTOM_3_0006_0001.mp4","2.36597","Lethrinidae","Gymnocranius","sp1",4,"-22.7163","113.5566",NA,NA,"Pt Cloates",NA,NA,"77.5","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB4.2","20210826_BOTTOM_3_0006_0001.mp4","1.83934","Unknown","Unknown","Unknown",1,"-22.7163","113.5566",NA,NA,"Pt Cloates",NA,NA,"77.5","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB41","20210826_BOTTOM_4_0003_0001.mp4","0.63536","Lutjanidae","Paracaesio","xanthura",1,"-22.7273","113.5453",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB41","20210826_BOTTOM_4_0003_0001.mp4","0.05784","Unknown","Unknown","Unknown",2,"-22.7273","113.5453",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB42","20210826_BOTTOM_3_0004_0001.mp4","0.10010","Carangidae","Seriola","rivoliana",1,"-22.7168","113.552",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB42","20210826_BOTTOM_3_0004_0001.mp4","2.19386","Lutjanidae","Aphareus","rutilans",11,"-22.7168","113.552",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB42","20210826_BOTTOM_3_0004_0001.mp4","0.27500","Lutjanidae","Lutjanus","sebae",1,"-22.7168","113.552",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB42","20210826_BOTTOM_3_0004_0001.mp4","2.61372","Monacanthidae","Aluterus","monoceros",2,"-22.7168","113.552",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB43","20210826_BOTTOM_1_0005_0001.mp4","0.58058","Lethrinidae","Gymnocranius","sp1",2,"-22.6868","113.5588",NA,NA,"Pt Cloates",NA,NA,"87.6","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB44","20210908_BOTTOM_6_0002_0001.mp4","0.08342","Labridae",NA,NA,1,"-22.7338","113.5493",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB44","20210908_BOTTOM_6_0002_0001.mp4","0.67067","Lethrinidae","Gymnocranius","sp1",3,"-22.7338","113.5493",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB45","20210908_BOTTOM_5_0006_0001.mp4","1.03520","Lethrinidae","Gymnocranius","sp1",1,"-22.7402","113.5411",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB45","20210908_BOTTOM_5_0006_0001.mp4","1.24625","Lethrinidae","Lethrinus","miniatus",1,"-22.7402","113.5411",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB45","20210908_BOTTOM_5_0006_0001.mp4","0.37371","Pomacanthidae","Chaetodontoplus","personifer",1,"-22.7402","113.5411",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB46","20210826_BOTTOM_2_0005_0001.mp4","2.16188","Carangidae","Carangoides","chrysophrys",1,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB46","20210826_BOTTOM_2_0005_0001.mp4","3.02080","Carcharhinidae","Carcharhinus","spp",1,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB46","20210826_BOTTOM_2_0005_0001.mp4","1.30491","Lethrinidae","Gymnocranius","sp1",3,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB46","20210826_BOTTOM_2_0005_0001.mp4","1.71866","Lutjanidae","Pristipomoides","sp1",7,"-22.7009","113.5512",NA,NA,"Pt Cloates",NA,NA,"92.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB6","20210826_BOTTOM_4_0001_0001.mp4","0.07174","Carcharhinidae","Carcharhinus","albimarginatus",1,"-22.7227","113.5527",NA,NA,"Pt Cloates",NA,NA,"81.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB6","20210826_BOTTOM_4_0001_0001.mp4","1.22956","Labridae","Bodianus","solatus",1,"-22.7227","113.5527",NA,NA,"Pt Cloates",NA,NA,"81.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB6","20210826_BOTTOM_4_0001_0001.mp4","0.00000","Lethrinidae","Gymnocranius","euanus",1,"-22.7227","113.5527",NA,NA,"Pt Cloates",NA,NA,"81.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB6","20210826_BOTTOM_4_0001_0001.mp4","0.00000","Lethrinidae","Gymnocranius","sp1",1,"-22.7227","113.5527",NA,NA,"Pt Cloates",NA,NA,"81.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB6","20210826_BOTTOM_4_0001_0001.mp4","0.00000","Scaridae","Scarus","spp",1,"-22.7227","113.5527",NA,NA,"Pt Cloates",NA,NA,"81.7","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB7","20210826_BOTTOM_1_0007_0001.mp4","2.07680","Cirrhitidae","Cyprinocirrhites","polyactis",1,"-22.6924","113.5591",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB7","20210826_BOTTOM_1_0007_0001.mp4","2.06484","Pinguipedidae","Parapercis","nebulosa",1,"-22.6924","113.5591",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB8","20210908_BOTTOM_5_0002_0001.mp4","0.46380","Lethrinidae","Gymnocranius","sp1",1,"-22.7461","113.5399",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB8","20210908_BOTTOM_5_0002_0001.mp4","0.27138","Lethrinidae","Lethrinus","miniatus",1,"-22.7461","113.5399",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB8","20210908_BOTTOM_5_0002_0001.mp4","0.27138","Lutjanidae","Pristipomoides","sp1",1,"-22.7461","113.5399",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFB9","20210908_BOTTOM_4_0002_0001.mp4","2.23918","Lethrinidae","Lethrinus","rubrioperculatus",1,"-22.7602","113.5435",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP12","20210908_BOTTOM_6_0003_0001.mp4","0.57724","SUS","SUS","SUS",1,"-22.7312","113.5446",NA,NA,"Pt Cloates",NA,NA,"88","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP14","20210908_BOTTOM_4_0001_0001.mp4","3.00105","Carangidae","Seriola","dumerili",2,"-22.766","113.5392",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP14","20210908_BOTTOM_4_0001_0001.mp4","0.00000","Lutjanidae","Aphareus","rutilans",1,"-22.766","113.5392",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP14","20210908_BOTTOM_4_0001_0001.mp4","0.22856","Lutjanidae","Lutjanus","sebae",1,"-22.766","113.5392",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP17","20210908_BOTTOM_4_0005_0001.mp4","2.26977","Lethrinidae","Lethrinus","miniatus",2,"-22.7565","113.5294",NA,NA,"Pt Cloates",NA,NA,"99","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP18","20210908_BOTTOM_4_0006_0001.mp4","1.07274","Lethrinidae","Gymnocranius","euanus",1,"-22.7533","113.5301",NA,NA,"Pt Cloates",NA,NA,"98","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP18","20210908_BOTTOM_4_0006_0001.mp4","1.20760","Scombridae","Scomberomorus","spp",1,"-22.7533","113.5301",NA,NA,"Pt Cloates",NA,NA,"98","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP2","20210908_BOTTOM_5_0004_0001.mp4","0.31420","Pinguipedidae","Parapercis","nebulosa",1,"-22.7434","113.5452",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP3","20210908_BOTTOM_4_0008_0001.mp4","0.84279","Balistidae",NA,"spp",1,"-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP3","20210908_BOTTOM_4_0008_0001.mp4","0.29196","Caesionidae","Pterocaesio","spp",2,"-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP3","20210908_BOTTOM_4_0008_0001.mp4","0.00000","Carangidae","Caranx","ignobilis",1,"-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP3","20210908_BOTTOM_4_0008_0001.mp4","0.00000","Chaetodontidae","Heniochus","acuminatus",27,"-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP3","20210908_BOTTOM_4_0008_0001.mp4","0.41319","Pomacanthidae","Pomacanthus","semicirculatus",1,"-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP3","20210908_BOTTOM_4_0008_0001.mp4","0.00000","Serranidae","Variola","louti",1,"-22.7511","113.5386",NA,NA,"Pt Cloates",NA,NA,"90","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP4","20210908_BOTTOM_5_0007_0001.mp4","2.93210","Lethrinidae","Lethrinus","miniatus",8,"-22.7376","113.5416",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP5","20210908_BOTTOM_6_0002_0001.mp4","2.21054","Acanthuridae","Naso","spp",1,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP5","20210908_BOTTOM_6_0001_0001.mp4","0.00000","Carangidae","Carangoides","sp",1,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP5","20210908_BOTTOM_6_0001_0001.mp4","0.41597","Carangidae","Seriola","rivoliana",1,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP5","20210908_BOTTOM_6_0001_0001.mp4","1.45117","Lethrinidae","Gymnocranius","sp1",1,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP5","20210908_BOTTOM_6_0001_0001.mp4","0.07786","Lethrinidae","Lethrinus","miniatus",1,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP5","20210908_BOTTOM_6_0001_0001.mp4","0.00000","Lethrinidae","Lethrinus","rubrioperculatus",3,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP5","20210908_BOTTOM_6_0001_0001.mp4","0.35174","Pomacanthidae","Chaetodontoplus","personifer",1,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCFBP5","20210908_BOTTOM_6_0001_0001.mp4","1.09053","Unknown","Unknown","Unknown",3,"-22.7344","113.5504",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF1","20210826_BOTTOM_2_0004_0001.mp4","1.41836","Balistidae","Xanthichthys","lineopunctatus",1,"-22.6998","113.5588",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF1","20210826_BOTTOM_2_0004_0001.mp4","0.71238","Carcharhinidae","Carcharhinus","albimarginatus",1,"-22.6998","113.5588",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF1","20210826_BOTTOM_2_0004_0001.mp4","2.26532","Cirrhitidae","Cyprinocirrhites","polyactis",1,"-22.6998","113.5588",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF1","20210826_BOTTOM_2_0003_0001.mp4","0.35980","Lethrinidae","Gymnocranius","sp1",1,"-22.6998","113.5588",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF1","20210826_BOTTOM_2_0004_0001.mp4","0.96958","Lutjanidae","Lutjanus","lemniscatus",1,"-22.6998","113.5588",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF1","20210826_BOTTOM_2_0004_0001.mp4","0.90618","Pomacanthidae","Apolemichthys","trimaculatus",1,"-22.6998","113.5588",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF1","20210826_BOTTOM_2_0004_0001.mp4","0.91091","Pomacanthidae","Pomacanthus","semicirculatus",1,"-22.6998","113.5588",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF1","20210826_BOTTOM_2_0004_0001.mp4","1.19091","Serranidae","Plectropomus","spp",1,"-22.6998","113.5588",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF1","20210826_BOTTOM_2_0004_0001.mp4","2.57118","Serranidae","Pseudanthias","cooperi",7,"-22.6998","113.5588",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF10","20210826_BOTTOM_1_0002_0001.mp4","1.29129","Carangidae","Carangoides","spp",1,"-22.6745","113.5666",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF10","20210826_BOTTOM_1_0002_0001.mp4","2.19497","Pinguipedidae","Parapercis","nebulosa",1,"-22.6745","113.5666",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF10","20210826_BOTTOM_1_0002_0001.mp4","1.63274","Pomacanthidae","Chaetodontoplus","personifer",2,"-22.6745","113.5666",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF10","20210826_BOTTOM_1_0002_0001.mp4","1.64692","Serranidae","Plectropomus","spp",1,"-22.6745","113.5666",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF10","20210826_BOTTOM_1_0002_0001.mp4","1.22845","Serranidae","Variola","louti",1,"-22.6745","113.5666",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF11","20210826_BOTTOM_2_0001_0001.mp4","0.45851","Lutjanidae","Aphareus","rutilans",7,"-22.6967","113.5595",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF11","20210826_BOTTOM_2_0001_0001.mp4","1.18869","Serranidae","Plectropomus","spp",1,"-22.6967","113.5595",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF15","20210826_BOTTOM_1_0002_0001.mp4","0.95012","Chaetodontidae","Heniochus","acuminatus",5,"-22.6751","113.561",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF15","20210826_BOTTOM_1_0002_0001.mp4","0.08286","Glaucosomatidae","Glaucosoma","buergeri",1,"-22.6751","113.561",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF15","20210826_BOTTOM_1_0002_0001.mp4","0.76688","Haemulidae","Diagramma","pictum",1,"-22.6751","113.561",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF15","20210826_BOTTOM_1_0002_0001.mp4","0.77438","Labridae","Bodianus","solatus",2,"-22.6751","113.561",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF15","20210826_BOTTOM_1_0002_0001.mp4","0.77939","Lethrinidae","Lethrinus","miniatus",1,"-22.6751","113.561",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF15","20210826_BOTTOM_1_0002_0001.mp4","0.01029","Lutjanidae","Lutjanus","vitta",6,"-22.6751","113.561",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF15","20210826_BOTTOM_1_0003_0001.mp4","2.41881","Pinguipedidae","Parapercis","nebulosa",3,"-22.6751","113.561",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF15","20210826_BOTTOM_1_0002_0001.mp4","0.03559","Pomacanthidae","Pomacanthus","semicirculatus",2,"-22.6751","113.561",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF15","20210826_BOTTOM_1_0003_0001.mp4","2.11684","Serranidae","Plectropomus","spp",1,"-22.6751","113.561",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF16","20210826_BOTTOM_2_0006_0001.mp4","0.71989","Chaetodontidae","Chaetodon","assarius",2,"-22.7053","113.5501",NA,NA,"Pt Cloates",NA,NA,"91.8","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF16","20210826_BOTTOM_2_0006_0001.mp4","1.39361","Lethrinidae","Gymnocranius","sp1",4,"-22.7053","113.5501",NA,NA,"Pt Cloates",NA,NA,"91.8","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF16","20210826_BOTTOM_2_0006_0001.mp4","1.02686","Lutjanidae","Pristipomoides","sp1",6,"-22.7053","113.5501",NA,NA,"Pt Cloates",NA,NA,"91.8","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF16","20210826_BOTTOM_2_0006_0001.mp4","0.94483","Mullidae","Parupeneus","heptacanthus",3,"-22.7053","113.5501",NA,NA,"Pt Cloates",NA,NA,"91.8","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF16","20210826_BOTTOM_2_0006_0001.mp4","1.77372","Sparidae",NA,"spp",1,"-22.7053","113.5501",NA,NA,"Pt Cloates",NA,NA,"91.8","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF6","20210826_BOTTOM_3_0005_0001.mp4","2.96518","Carangidae","Seriola","rivoliana",1,"-22.7174","113.5525",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF6","20210826_BOTTOM_3_0004_0001.mp4","0.80108","Chaetodontidae","Heniochus","spp",2,"-22.7174","113.5525",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF6","20210826_BOTTOM_3_0004_0001.mp4","0.00000","Lethrinidae","Gymnocranius","sp1",1,"-22.7174","113.5525",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF6","20210826_BOTTOM_3_0004_0001.mp4","0.37120","Lutjanidae","Aphareus","rutilans",4,"-22.7174","113.5525",NA,NA,"Pt Cloates",NA,NA,"81.9","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF7","20210826_BOTTOM_1_0005_0001.mp4","0.03670","Cirrhitidae","Cyprinocirrhites","polyactis",4,"-22.6909","113.5609",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF7","20210826_BOTTOM_1_0005_0001.mp4","2.70826","Labridae","Coris","caudimacula",1,"-22.6909","113.5609",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF8","20210826_BOTTOM_1_0004_0001.mp4","0.00000","Chaetodontidae","Heniochus","acuminatus",1,"-22.6845","113.5637",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF8","20210826_BOTTOM_1_0004_0001.mp4","0.15571","Lethrinidae","Gymnocranius","sp1",1,"-22.6845","113.5637",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF8","20210826_BOTTOM_1_0004_0001.mp4","1.18758","Lethrinidae","Lethrinus","miniatus",1,"-22.6845","113.5637",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF8","20210826_BOTTOM_1_0004_0001.mp4","0.27778","Lethrinidae","Lethrinus","rubrioperculatus",1,"-22.6845","113.5637",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
