"campaignid","sample","latitude","longitude","date","time","location","status","site","depth","successful.count","successful.length"
"2022-05_PtCloates_BOSS","133","-22.7256","113.5479",NA,NA,"Pt Cloates","No-take",NA,"87.5","Yes","Yes"
"2022-05_PtCloates_BOSS","110","-22.7234","113.5447",NA,NA,"Pt Cloates","No-take",NA,"93.3","Yes","Yes"
"2022-05_PtCloates_BOSS","102","-22.7161","113.5489",NA,NA,"Pt Cloates","No-take",NA,"87.7","Yes","Yes"
"2022-05_PtCloates_BOSS","139","-22.7092","113.549",NA,NA,"Pt Cloates","No-take",NA,"92.2","Yes","Yes"
"2022-05_PtCloates_BOSS","130","-22.7084","113.5508",NA,NA,"Pt Cloates","No-take",NA,"91.6","Yes","Yes"
"2022-05_PtCloates_BOSS","137","-22.7104","113.5582",NA,NA,"Pt Cloates","No-take",NA,"76.4","Yes","Yes"
"2022-05_PtCloates_BOSS","107","-22.709","113.5599",NA,NA,"Pt Cloates","No-take",NA,"75.4","Yes","Yes"
"2022-05_PtCloates_BOSS","101","-22.7071","113.5528",NA,NA,"Pt Cloates","No-take",NA,"84.5","Yes","Yes"
"2022-05_PtCloates_BOSS","155","-22.7068","113.5483",NA,NA,"Pt Cloates","No-take",NA,"95.9","Yes","Yes"
"2022-05_PtCloates_BOSS","B58","-22.7053","113.5499",NA,NA,"Pt Cloates","No-take",NA,"92.5","Yes","Yes"
"2022-05_PtCloates_BOSS","116","-22.706","113.554",NA,NA,"Pt Cloates","No-take",NA,"82.1","Yes","Yes"
"2022-05_PtCloates_BOSS","138","-22.7061","113.5624",NA,NA,"Pt Cloates","No-take",NA,"75.6","Yes","Yes"
"2022-05_PtCloates_BOSS","142","-22.7049","113.5596",NA,NA,"Pt Cloates","No-take",NA,"76.9","Yes","Yes"
"2022-05_PtCloates_BOSS","113","-22.7038","113.5592",NA,NA,"Pt Cloates","No-take",NA,"78.5","Yes","Yes"
"2022-05_PtCloates_BOSS","149","-22.7034","113.55",NA,NA,"Pt Cloates","No-take",NA,"94.5","Yes","Yes"
"2022-05_PtCloates_BOSS","120","-22.6997","113.5628",NA,NA,"Pt Cloates","No-take",NA,"75.2","Yes","Yes"
"2022-05_PtCloates_BOSS","134","-22.6982","113.5637",NA,NA,"Pt Cloates","No-take",NA,"75.3","Yes","Yes"
"2022-05_PtCloates_BOSS","106","-22.6968","113.5635",NA,NA,"Pt Cloates","No-take",NA,"75.8","Yes","Yes"
"2022-05_PtCloates_BOSS","111","-22.6958","113.5608",NA,NA,"Pt Cloates","No-take",NA,"78.7","Yes","Yes"
"2022-05_PtCloates_BOSS","B48","-22.6963","113.5594",NA,NA,"Pt Cloates","No-take",NA,"79.6","Yes","Yes"
"2022-05_PtCloates_BOSS","B47","-22.6996","113.5589",NA,NA,"Pt Cloates","No-take",NA,"78.5","Yes","Yes"
"2022-05_PtCloates_BOSS","127","-22.7005","113.5554",NA,NA,"Pt Cloates","No-take",NA,"83.7","Yes","Yes"
"2022-05_PtCloates_BOSS","140","-22.6991","113.5537",NA,NA,"Pt Cloates","No-take",NA,"88.6","Yes","Yes"
"2022-05_PtCloates_BOSS","156","-22.6978","113.5511",NA,NA,"Pt Cloates","No-take",NA,"93","Yes","Yes"
"2022-05_PtCloates_BOSS","117","-22.6936","113.551",NA,NA,"Pt Cloates","No-take",NA,"96","Yes","Yes"
"2022-05_PtCloates_BOSS","124","-22.6922","113.5552",NA,NA,"Pt Cloates","No-take",NA,"89.5","Yes","Yes"
"2022-05_PtCloates_BOSS","151","-22.6909","113.5557",NA,NA,"Pt Cloates","No-take",NA,"90","Yes","Yes"
"2022-05_PtCloates_BOSS","108","-22.6897","113.5545",NA,NA,"Pt Cloates","No-take",NA,"94.2","Yes","Yes"
"2022-05_PtCloates_BOSS","B51","-22.6901","113.5612",NA,NA,"Pt Cloates","No-take",NA,"80.3","Yes","Yes"
"2022-05_PtCloates_BOSS","145","-22.6889","113.5583",NA,NA,"Pt Cloates","No-take",NA,"84.9","Yes","Yes"
"2022-05_PtCloates_BOSS","135","-22.6882","113.5601",NA,NA,"Pt Cloates","No-take",NA,"81.5","Yes","Yes"
"2022-05_PtCloates_BOSS","123","-22.6861","113.5646",NA,NA,"Pt Cloates","No-take",NA,"77.7","Yes","Yes"
"2022-05_PtCloates_BOSS","B53","-22.6838","113.5636",NA,NA,"Pt Cloates","No-take",NA,"78.6","Yes","Yes"
"2022-05_PtCloates_BOSS","B61","-22.6777","113.5657",NA,NA,"Pt Cloates","No-take",NA,"78.8","Yes","Yes"
"2022-05_PtCloates_BOSS","B63","-22.6744","113.5666",NA,NA,"Pt Cloates","No-take",NA,"79.7","Yes","Yes"
"2022-05_PtCloates_BOSS","B57","-22.6751","113.5611",NA,NA,"Pt Cloates","No-take",NA,"88.1","Yes","Yes"
