"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"PCB11","1","Left_MAH00189.MP4","17650","Right_MAH00188.MP4","15791","1","12.49081",477.80831,"4.37045","3.59889","1918.14322","19.76145","32.51839","4.71772","617.60827","197.87789","-1805.18082","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","2","Left_MAH00189.MP4","17725","Right_MAH00188.MP4","15866","1","12.51167",459.54866,"3.44838","2.48985","2153.04142","18.34643","10.02544","4.27430","669.81653","-103.03500","-2043.60392","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","3","Left_MAH00189.MP4","17738","Right_MAH00188.MP4","15879","1","12.51528",518.46166,"2.02294","2.47496","2227.85526","4.75868","2.78002","2.44500","95.40302","158.29438","-2220.17571","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","4","Left_MAH00189.MP4","17828","Right_MAH00188.MP4","15969","1","12.54031",463.4919,"1.40962","0.92327","1460.88702","13.67170","3.74515","26.12884","-329.63236","102.80840","-1419.49421","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","5","Left_MAH00189.MP4","18085","Right_MAH00188.MP4","16226","1","12.61177",427.15682,"2.94852","2.60307","2136.40779","18.51274","6.62958","23.04351","-621.14961","272.62041","-2025.85525","Carangidae","Seriolina","nigrofasciata","37337014",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","6","Left_MAH00189.MP4","18111","Right_MAH00188.MP4","16252","1","12.61900",462.85542,"2.86955","1.44777","1912.38355","15.68668","13.45839","0.45264","517.01626","7.01156","-1841.15612","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","7","Left_MAH00189.MP4","18132","Right_MAH00188.MP4","16273","1","12.62483",438.96178,"4.74245","2.17023","2675.71805","18.66348","10.31183","4.03771","-725.30519","455.08648","-2535.01396","Carangidae","Seriolina","nigrofasciata","37337014",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","8","Left_MAH00189.MP4","18244","Right_MAH00188.MP4","16385","1","12.65598",499.08277,"1.71294","1.98966","1265.71976","14.57629","25.19697","20.08776","-202.65166","245.76712","-1224.98055","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","9","Left_MAH00189.MP4","18364","Right_MAH00188.MP4","16505","1","12.68934",483.27327,"4.37761","1.32376","2378.04557","13.84524","15.15316","0.84202","568.76536","18.51556","-2308.95298","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","10","Left_MAH00189.MP4","18518","Right_MAH00188.MP4","16659","1","12.73216",500.65344,"1.60807","0.72024","1364.75978","20.09464","12.55455","10.24216","-438.07757","-167.17843","-1281.68197","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","11","Left_MAH00189.MP4","24691","Right_MAH00188.MP4","22832","1","14.44860",389.29344,"30.74549","9.21733","4521.20505","19.25075","50.64079","7.25853","1488.95433","-71.18543","-4268.40049","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","12","Left_MAH00189.MP4","42334","Right_MAH00188.MP4","40475","1","19.35433",462.49814,"3.27384","4.60767","2109.58650","18.31740","17.18277","8.21316","368.66150","551.05440","-2002.69393","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","13","Left_MAH00189.MP4","42334","Right_MAH00188.MP4","40475","1","19.35433",442.25367,"1.76844","2.04137","1717.88608","9.02319","10.13328","13.50575","-110.62151","245.66600","-1696.62715","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","15","Left_MAH00189.MP4","73829","Right_MAH00188.MP4","71970","1","28.11169",446.90951,"2.84617","1.02754","2427.32594","6.13994","9.28011","8.25936","-127.97141","225.88888","-2413.40191","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","16","Left_MAH00189.MP4","75015","Right_MAH00188.MP4","73156","1","28.44147",325.38256,"3.18762","0.70036","2277.46653","9.25807","12.18960","8.69424","-349.38107","110.37928","-2247.79961","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","17","Left_MAH00189.MP4","76226","Right_MAH00188.MP4","74367","1","28.77819",485.85663,"1.44012","2.91434","1448.55871","4.99890","8.60778","1.06538","-122.36630","-30.96176","-1443.04893","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","18","Left_MAH00189.MP4","76276","Right_MAH00188.MP4","74417","1","28.79210",469.15106,"1.29786","0.76766","1256.18662","17.27064","1.00900","10.57295","372.69746","13.55228","-1199.54898","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","19","Left_MAH00190.MP4","4858","Right_MAH00189.MP4","3000","1","31.47339",743.45157,"1.26820","3.73686","1254.66660","16.11970","7.53194","12.39905","-66.55290","341.93520","-1205.33784","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","20","Left_MAH00190.MP4","4867","Right_MAH00189.MP4","3009","1","31.47589",753.78566,"2.21505","1.78959","1740.02181","12.37321","11.27001","5.92049","283.07426","242.66382","-1699.60558","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","21","Left_MAH00190.MP4","20858","Right_MAH00189.MP4","19000","1","35.92228",579.82821,"8.53609","1.30938","2453.51614","22.12320","46.28584","0.07569","-757.41461","529.23149","-2272.87892","Tetraodontidae","Lagocephalus","lunaris","37467012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","22","Left_MAH00190.MP4","24745","Right_MAH00189.MP4","22887","1","37.00308",502.0684,"1.56311","1.15583","1134.18733","9.68262","37.44295","39.56521","-182.40200","55.84461","-1118.03032","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","23","Left_MAH00190.MP4","24793","Right_MAH00189.MP4","22935","1","37.01642",380.89883,"1.03809","0.77203","1118.49169","14.90090","8.66183","11.04850","-210.40072","-196.10106","-1080.87907","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","24","Left_MAH00190.MP4","24837","Right_MAH00189.MP4","22979","1","37.02866",390.43037,"1.23516","3.69815","1483.00963","6.72950","1.26093","19.02220","152.27322","83.74402","-1472.79237","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","25","Left_MAH00190.MP4","25244","Right_MAH00189.MP4","23386","1","37.14183",483.24929,"5.26488","4.77279","2325.63886","14.33149","24.32890","6.43566","549.22299","172.47923","-2253.26455","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","26","Left_MAH00190.MP4","30105","Right_MAH00189.MP4","28247","1","38.49345",531.30101,"2.08415","1.70331","1250.06240","9.23191","34.01234","15.75407","-200.37077","-8.44723","-1233.87041","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","27","Left_MAH00190.MP4","74006","Right_MAH00189.MP4","72148","1","50.70037",654.7893,"1.80447","3.83081","1867.48628","3.58069","0.74280","3.88986","-99.45394","60.92608","-1863.84064","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","28","Left_MAH00190.MP4","74082","Right_MAH00189.MP4","72224","1","50.72150",569.96356,"3.13015","0.83762","1921.72041","3.02415","19.58960","1.89672","6.60783","101.16842","-1919.04419","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","29","Left_MAH00190.MP4","74158","Right_MAH00189.MP4","72300","1","50.74264",564.51475,"1.65081","1.97792","1799.19482","8.88043","0.00746","4.17781","132.80779","243.93761","-1777.62722","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB11","30","Left_MAH00191.MP4","21661","Right_MAH00190.MP4","19743","1","58.68502",415.50016,"3.48252","1.48943","1960.46927","23.97722","19.91027","14.96720","-764.74382","223.31589","-1791.29469","Lethrinidae","Gymnocranius","euanus","37351022",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.71","113.5494","20210907","12:50","Pt Cloates",NA,NA,"90","Kaitlin McCloghry","Yes","Yes"
"PCB12","0","Left_MAH00193.MP4","29754","Right_MAH00192.MP4","30516","1","7.43243",760.68098,"20.62295","0.89459","4185.92590","19.69537","39.14423","15.74092","-396.32136","1353.92353","-3941.03997","Carangidae","Carangoides","gymnostethus","37337022",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","1","Left_MAH00193.MP4","79497","Right_MAH00192.MP4","80259","1","21.26374",332.18742,"1.30744","1.86279","1389.52077","15.21157","8.58926","36.38678","-321.69103","171.57916","-1340.83685","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","2","Left_MAH00193.MP4","79505","Right_MAH00192.MP4","80267","1","21.26597",364.07729,"6.47261","0.20475","2243.68463","15.31534","36.19837","2.46357","-592.56922","-8.30596","-2164.00403","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","4","Left_MAH00193.MP4","80555","Right_MAH00193.MP4","257","1","21.55793",507.38742,"2.94553","2.16946","1987.12834","9.36448","17.84753","15.48543","-85.57154","311.80527","-1960.64633","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","5","Left_MAH00194.MP4","9189","Right_MAH00193.MP4","9952","1","24.25367",437.27131,"1.23041","3.64062","1399.38174","10.85349","6.08587","32.50932","-185.17555","187.46450","-1374.34942","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","6","Left_MAH00194.MP4","9695","Right_MAH00193.MP4","10458","1","24.39437",431.71411,"1.57631","2.34497","1209.56618","9.25961","22.76343","2.28859","141.97373","133.13103","-1193.80481","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","7","Left_MAH00194.MP4","34163","Right_MAH00193.MP4","34926","1","31.19783",621.09942,"3.58899","1.36486","1516.94434","20.66483","47.04173","1.85531","-502.84517","183.64477","-1419.34543","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","8","Left_MAH00194.MP4","34229","Right_MAH00193.MP4","34992","1","31.21619",586.40104,"3.16736","5.74170","2049.91071","13.04367","14.47659","7.76075","438.90522","146.31797","-1997.01958","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","9","Left_MAH00194.MP4","34456","Right_MAH00193.MP4","35219","1","31.27930",690.13435,"8.50521","7.91959","3301.72455","15.28586","21.12244","6.81349","316.80688","810.75106","-3184.91776","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","10","Left_MAH00194.MP4","62923","Right_MAH00193.MP4","63686","1","39.19471",338.3493,"2.21192","1.09867","1633.13408","12.69858","17.12803","6.37854","-299.63557","-197.73374","-1593.18763","Balistidae","Abalistes","filamentosus","37465089",1,"AD","Feeding",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","12","Left_MAH00195.MP4","54110","Right_MAH00194.MP4","54873","1","59.28367",694.13551,"3.83291","0.27504","2190.65635","19.35446","11.20746","8.69695","706.81832","-165.81971","-2066.85436","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","13","Left_MAH00195.MP4","54310","Right_MAH00194.MP4","55073","1","59.33928",540.81182,"6.24025","3.32708","2514.88929","19.97400","24.07818","8.26239","857.83402","-46.07527","-2363.61291","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB12","14","Left_MAH00195.MP4","54335","Right_MAH00194.MP4","55098","1","59.34623",544.25797,"4.08667","4.96744","3200.07108","2.06376","7.92455","3.77463","-51.69220","102.99589","-3197.99541","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7548","113.5439","20210907","14:48","Pt Cloates",NA,NA,"83","Henry Evans","Yes","Yes"
"PCB13","1","Left_MAH01202.MP4","401","Right_MAH00214.MP4","2544","1","5.10204",165.67949,"2.75164","5.08633","1815.32530","14.00355","17.44641","1.17633","429.16055","-93.72648","-1761.37518","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","2","Left_MAH01202.MP4","401","Right_MAH00214.MP4","2544","1","5.10204",243.88468,"2.63685","9.32249","2982.36351","3.88480","2.97106","6.77942","193.64779","-57.68571","-2975.51088","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","3","Left_MAH01202.MP4","45779","Right_MAH00214.MP4","47922","1","17.71965",304.27162,"6.46524","9.47828","2542.44355","25.81368","24.93513","9.40395","1100.32460","122.26849","-2288.74537","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","4","Left_MAH01202.MP4","66044","Right_MAH00214.MP4","68187","1","23.35444",570.35748,"4.68142","6.06759","2379.59287","21.90365","20.12160","1.07568","-645.51812","609.35798","-2207.81599","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","5","Left_MAH01202.MP4","77025","Right_MAH00214.MP4","79168","1","26.40777",445.62904,"1.27547","3.44049","1303.47242","10.29783","12.68981","32.19760","232.48821","-15.66339","-1282.47582","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","6","Left_MAH01203.MP4","5340","Right_MAH00215.MP4","7483","1","29.01454",461.28833,"0.73358","1.03234","856.95003","10.37873","6.88314","2.27833","-50.95191","145.73270","-842.92896","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","7","Left_MAH01203.MP4","8157","Right_MAH00215.MP4","10300","1","29.79782",617.79613,"1.58267","0.21367","1510.28451","10.59263","0.96087","5.01037","277.54970","-6.59106","-1484.54776","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","8","Left_MAH01203.MP4","14292","Right_MAH00215.MP4","16435","1","31.50369",375.62575,"1.18799","4.78837","1292.85365","14.19543","4.12553","4.31923","249.87330","-195.14560","-1253.37627","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","9","Left_MAH01203.MP4","14327","Right_MAH00215.MP4","16470","1","31.51343",312.14393,"3.04853","5.03308","1614.89403","11.34280","29.79697","3.73692","-307.78799","-78.39589","-1583.35194","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","10","Left_MAH01203.MP4","28417","Right_MAH00215.MP4","30560","1","35.43123",479.05168,"2.63681","4.49251","1690.80779","1.53200","23.35494","21.29345","-16.69995","-42.00633","-1690.20341","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB13","11","Left_MAH01203.MP4","29058","Right_MAH00215.MP4","31201","1","35.60946",426.11863,"1.91038","5.09515","1463.85006","16.71185","16.58772","4.92551","398.18795","-136.52537","-1402.02146","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7094","113.5532","20210907","12:47","Pt Cloates",NA,NA,"82","Kaitlin McCloghry","Yes","Yes"
"PCB16","1","Left_MAH00158.MP4","38760","Right_MAH00212.MP4","35305","1","3.26826",203.58151,"1.30887","1.68301","1320.82455","21.94189","12.80541","1.23839","-283.55962","-403.95904","-1225.14837","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","2","Left_MAH00158.MP4","38930","Right_MAH00212.MP4","35475","1","3.31553",232.077,"1.48940","1.17779","1511.85962","16.28288","10.79785","32.96745","-199.09116","-374.23208","-1451.21761","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","3","Left_MAH00158.MP4","42094","Right_MAH00212.MP4","38639","1","4.19530",272.80782,"5.20768","2.89768","2015.67529","28.01590","45.19246","5.52078","858.82350","-398.55333","-1779.47304","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCB16","6","Left_MAH00158.MP4","51396","Right_MAH00212.MP4","47941","1","6.78177",955.67033,"5.45702","6.57947","3439.29462","12.07844","1.30046","3.13255","537.77867","-478.25240","-3363.15570","Rhynchobatidae","Rhynchobatus","australiae","37026005",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.7056","113.5586","20210907","11:03","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
