"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"1","5","Left_MAH00204.MP4","53172","Right_MAH00259.MP4","48447","1","13.11755",301.05111,"3.93613","2.93177","4014.82973","8.62261","1.38813","3.37150","-309.96047","-515.98357","-3969.45125","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","6","Left_MAH00204.MP4","53358","Right_MAH00259.MP4","48633","1","13.16927",305.35786,"1.18101","2.53394","1182.63246","2.37386","15.12264","12.58113","-47.33297","-12.61195","-1181.61756","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","7","Left_MAH00204.MP4","53403","Right_MAH00259.MP4","48678","1","13.18178",301.30584,"2.26226","2.47647","1655.19508","5.65460","19.68766","14.62395","-31.75690","-159.96681","-1647.14081","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","8","Left_MAH00204.MP4","65497","Right_MAH00259.MP4","60772","1","16.54458",441.82466,"3.68519","6.54090","2784.24300","2.25469","10.26991","7.63426","-78.40169","76.49469","-2782.08749","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","9","Left_MAH00204.MP4","65515","Right_MAH00259.MP4","60790","1","16.54959",409.91824,"8.34403","5.65820","3033.68227","24.00985","19.55892","13.32069","1217.47720","203.61225","-2771.19458","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","10","Left_MAH00204.MP4","65525","Right_MAH00259.MP4","60800","1","16.55237",507.39771,"3.23429","5.92428","1539.29386","18.86312","40.29865","8.19010","-367.76532","-335.29213","-1456.62399","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","11","Left_MAH00204.MP4","65525","Right_MAH00259.MP4","60800","1","16.55237",424.64357,"1.81590","8.36072","1407.04012","17.88866","20.26557","12.53383","293.47809","-317.27880","-1339.01705","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","12","Left_MAH00204.MP4","65563","Right_MAH00259.MP4","60838","1","16.56294",530.72123,"5.00104","2.27968","2423.19345","26.85883","9.04782","10.88583","1088.59586","-116.23315","-2161.78523","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","13","Left_MAH00204.MP4","65568","Right_MAH00259.MP4","60843","1","16.56433",471.36595,"10.52103","6.19448","2772.46354","16.24306","41.55789","5.65088","-770.88053","-84.45591","-2661.79723","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","14","Left_MAH00204.MP4","65592","Right_MAH00259.MP4","60867","1","16.57100",467.8266,"1.58179","1.84392","1447.76387","14.61581","9.91299","14.62966","290.93940","-220.94245","-1400.91361","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","15","Left_MAH00204.MP4","65662","Right_MAH00259.MP4","60937","1","16.59046",379.8319,"12.13320","8.75119","3552.54710","27.77438","21.52428","8.36842","1655.07544","-35.44947","-3143.25620","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","16","Left_MAH00204.MP4","65693","Right_MAH00259.MP4","60968","1","16.59908",530.49423,"3.72522","1.06279","1628.26750","9.15734","37.38930","7.99064","247.18502","-77.77691","-1607.51528","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","17","Left_MAH00204.MP4","75691","Right_MAH00259.MP4","70966","1","19.37908",377.34547,"2.70696","7.31963","1541.61603","8.27925","45.69630","47.54006","213.84086","-59.59364","-1525.54930","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","18","Left_MAH00204.MP4","80030","Right_MAH00259.MP4","75305","1","20.58556",336.77888,"21.13063","11.10507","3775.30808","24.71506","57.64823","4.92526","-1547.99594","-308.71049","-3429.48356","Balistidae","Abalistes","filamentosus","37465089",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","19","Left_MAH00204.MP4","80295","Right_MAH00259.MP4","75570","1","20.65925",324.90775,"9.07687","14.14936","3918.72008","15.97155","10.00108","13.78717","-977.03459","-456.15876","-3767.45135","Balistidae","Abalistes","filamentosus","37465089",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","20","Left_MAH00204.MP4","80595","Right_MAH00259.MP4","75870","1","20.74267",281.17035,"5.16125","7.13303","2559.81966","24.59739","13.46249","4.88592","-968.60708","-443.94329","-2327.52902","Balistidae","Abalistes","filamentosus","37465089",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","21","Left_MAH00205.MP4","34529","Right_MAH00260.MP4","29803","1","30.47294",350.99534,"3.01184","9.52754","2616.54139","9.33712","3.68585","12.77217","407.81802","-117.89033","-2581.87435","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","22","Left_MAH00205.MP4","34583","Right_MAH00260.MP4","29857","1","30.48796",324.59851,"8.36003","11.20494","2894.18358","18.34753","25.84237","0.15269","-892.01283","185.17813","-2747.05675","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","23","Left_MAH00205.MP4","34591","Right_MAH00260.MP4","29865","1","30.49018",261.57549,"15.06749","11.27873","3112.90450","27.50455","73.78670","1.49659","-1415.77235","-249.55564","-2761.06593","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","24","Left_MAH00205.MP4","34595","Right_MAH00260.MP4","29869","1","30.49129",347.60589,"3.61141","7.45340","2325.48310","16.72313","9.60556","2.51950","-628.10535","230.75248","-2227.13013","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","25","Left_MAH00205.MP4","34659","Right_MAH00260.MP4","29933","1","30.50909",295.69017,"16.01768","11.27551","3270.08393","22.89728","58.80265","16.03472","-1254.51088","-212.16353","-3012.41398","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","26","Left_MAH00205.MP4","34702","Right_MAH00260.MP4","29976","1","30.52105",351.62939,"7.40392","12.15468","3422.69992","19.37847","3.60590","3.88908","-1087.51828","-327.20201","-3228.79507","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","27","Left_MAH00205.MP4","34710","Right_MAH00260.MP4","29984","1","30.52327",282.48108,"11.30952","10.50106","3335.80964","23.63071","27.83698","6.44111","-1281.10891","-382.97044","-3056.09548","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","28","Left_MAH00205.MP4","34723","Right_MAH00260.MP4","29997","1","30.52689",297.90584,"13.25003","7.75805","3368.82388","24.18164","36.16455","3.71610","-1344.71705","-309.94215","-3073.21432","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","29","Left_MAH00205.MP4","34758","Right_MAH00260.MP4","30032","1","30.53662",475.65479,"38.05840","16.28079","4932.96608","2.04232","49.10281","11.87207","53.32662","-167.51651","-4929.83254","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","30","Left_MAH00205.MP4","34764","Right_MAH00260.MP4","30038","1","30.53829",356.53208,"19.07500","13.93153","3368.77360","21.73394","67.47596","7.08591","-1196.52568","-352.77493","-3129.29892","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","31","Left_MAH00205.MP4","34765","Right_MAH00260.MP4","30039","1","30.53856",334.88778,"17.73379","15.63539","3535.60763","22.34357","49.93209","8.69476","-1322.50500","-239.94171","-3270.15746","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","32","Left_MAH00205.MP4","34767","Right_MAH00260.MP4","30041","1","30.53912",712.5285,"9.95133","7.96919","4366.08316","7.65927","12.10465","9.49142","-486.65614","319.05454","-4327.12978","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","33","Left_MAH00205.MP4","34767","Right_MAH00260.MP4","30041","1","30.53912",328.80165,"14.89458","10.94781","3261.94026","21.64641","47.14034","5.36511","-1203.09185","-19.90008","-3031.90175","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","34","Left_MAH00205.MP4","34780","Right_MAH00260.MP4","30054","1","30.54273",209.59568,"16.87029","19.07874","3404.39171","21.01822","52.05471","13.04189","-1204.87096","198.02464","-3177.88533","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","35","Left_MAH00205.MP4","34782","Right_MAH00260.MP4","30056","1","30.54329",332.75424,"31.06220","11.54739","4794.12507","15.19147","41.39314","9.25283","1237.67995","-215.37165","-4626.59687","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","36","Left_MAH00205.MP4","34790","Right_MAH00260.MP4","30064","1","30.54552",348.73368,"16.99742","11.76202","3242.52149","26.88150","81.45911","3.32121","-1461.31094","-118.34930","-2892.14616","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","37","Left_MAH00205.MP4","34886","Right_MAH00260.MP4","30160","1","30.57221",309.3164,"11.22844","12.29514","4989.21086","12.66964","4.24592","8.41254","-1035.57127","-353.61196","-4867.72798","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","38","Left_MAH00205.MP4","35212","Right_MAH00260.MP4","30486","1","30.66285",328.26841,"2.89442","7.29097","2911.25330","5.47677","5.52339","6.72153","-142.18707","238.71920","-2897.96338","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","39","Left_MAH00206.MP4","47166","Right_MAH00261.MP4","42500","1","56.54288",310.83692,"13.59407","16.32680","3356.76229","17.40420","36.64741","13.34238","-992.76368","-150.08102","-3203.08430","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","40","Left_MAH00206.MP4","47191","Right_MAH00261.MP4","42525","1","56.54983",336.70146,"18.23430","15.62525","3562.62956","21.10921","47.09438","6.55400","1281.62054","60.96211","-3323.56161","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","41","Left_MAH00206.MP4","47218","Right_MAH00261.MP4","42552","1","56.55733",303.81976,"16.22170","11.23263","3514.67114","28.73429","48.42045","5.42722","1688.51341","62.57902","-3081.86949","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"1","42","Left_MAH00206.MP4","47226","Right_MAH00261.MP4","42560","1","56.55956",366.66157,"9.36973","19.20353","2439.05404","28.06990","76.14904","5.11363","-1141.53451","-118.73548","-2152.15832","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7221","113.5447","20220522","10:03:24",NA,NA,NA,"93.9","Kaitlin McCloghry","Yes","Yes"
"11","3","Left_MAH01232.MP4","40579","Right_MAH00247.MP4","25434","1","14.69440",696.33908,"1.52152","3.22374","1346.41384","16.36462","9.52429","3.00081","-345.02974","-157.67553","-1291.86808","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","4","Left_MAH01232.MP4","50922","Right_MAH00247.MP4","35777","1","17.57033",501.69436,"1.31005","6.06569","1416.62046","10.91714","7.19410","36.35194","-268.17128","-8.07154","-1390.98258","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","5","Left_MAH01232.MP4","53883","Right_MAH00247.MP4","38738","1","18.39365",368.31117,"2.42603","3.34085","1341.28498","13.51019","40.16897","23.95736","-294.70319","-106.47744","-1304.16946","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","6","Left_MAH01232.MP4","53883","Right_MAH00247.MP4","38738","1","18.39365",370.52411,"2.25057","2.39598","1659.30994","13.81848","15.01912","5.80311","-396.20414","9.60756","-1611.28503","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","7","Left_MAH01232.MP4","53913","Right_MAH00247.MP4","38768","1","18.40199",355.98682,"4.81661","2.93412","2515.66774","24.31962","0.61492","1.59857","-1030.29104","-108.78828","-2292.43313","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","8","Left_MAH01232.MP4","71411","Right_MAH00247.MP4","56266","1","23.26741",512.34147,"1.47509","2.45107","1343.11051","21.02570","1.14202","11.31404","-468.35086","-113.42677","-1253.68564","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","9","Left_MAH01232.MP4","71444","Right_MAH00247.MP4","56299","1","23.27659",485.602,"0.69750","2.41543","755.49310","11.82629","15.16762","17.80849","-120.91901","96.70754","-739.45660","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","10","Left_MAH01232.MP4","71704","Right_MAH00247.MP4","56559","1","23.34888",455.01629,"1.37708","0.91926","1321.38164","17.00551","5.45031","9.20197","-356.08703","-150.16753","-1263.60641","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","12","Left_MAH01232.MP4","73669","Right_MAH00247.MP4","58524","1","23.89526",419.82788,"2.87986","0.47521","1922.82977","21.99919","5.82374","3.46205","718.29354","53.44998","-1782.82691","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","13","Left_MAH01232.MP4","73669","Right_MAH00247.MP4","58524","1","23.89526",465.3021,"2.15416","0.99993","1547.33627","13.63217","18.89432","10.37523","-361.41230","-48.77246","-1503.74597","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","14","Left_MAH01232.MP4","73669","Right_MAH00247.MP4","58524","1","23.89526",501.22545,"7.35801","0.72598","2286.50039","25.08417","48.84898","4.43402","-963.68402","104.74583","-2070.85138","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","15","Left_MAH01232.MP4","73853","Right_MAH00247.MP4","58708","1","23.94642",443.15757,"1.50608","0.75193","1224.81637","16.38841","22.44343","18.69787","-294.79078","-180.34154","-1175.05338","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","16","Left_MAH01232.MP4","73856","Right_MAH00247.MP4","58711","1","23.94726",444.56196,"4.01819","1.03058","1970.78514","26.84134","26.52081","1.13581","877.54334","-147.49114","-1758.45333","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","17","Left_MAH01234.MP4","24742","Right_MAH00249.MP4","9598","1","55.36976",547.62818,"16.55531","2.88997","4205.40591","23.82773","22.31849","3.55113","1647.89819","413.28914","-3846.95497","Carangidae","Carangoides","gymnostethus","37337022",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"11","19","Left_MAH01234.MP4","31949","Right_MAH00249.MP4","16805","1","57.37371",364.48806,"3.13780","8.31415","3126.19272","5.14699","3.64684","6.91341","-250.98695","-125.14068","-3113.58736","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7274","113.5498","20220522","08:18:17",NA,NA,NA,"81","Henry Evans","Yes","Yes"
"12","1","Left_MAH01218.MP4","73083","Right_MAH00234.MP4","22702","1","3.76015",62.44241,"2.09539","1.92572","1502.07369","22.66279","20.91349","17.92657","-515.45607","-263.18659","-1386.09639","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7505","113.5476","20220520","12:11:27",NA,NA,NA,"80.5","Henry Evans","Yes","Yes"
"12","2","Left_MAH01219.MP4","3189","Right_MAH00234.MP4","33870","1","6.86547",66.41434,"2.94169","2.01192","1788.73700","27.49103","25.64582","28.20851","-778.72894","-274.51627","-1586.75837","Labridae","Choerodon","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7505","113.5476","20220520","12:11:27",NA,NA,NA,"80.5","Henry Evans","Yes","Yes"
"12","3","Left_MAH01219.MP4","3189","Right_MAH00234.MP4","33870","1","6.86547",68.97111,"3.42845","3.18548","1713.70387","24.85387","52.87889","40.74373","-659.20088","-290.26916","-1554.98520","Labridae","Choerodon","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7505","113.5476","20220520","12:11:27",NA,NA,NA,"80.5","Henry Evans","Yes","Yes"
"12","4","Left_MAH01219.MP4","3189","Right_MAH00234.MP4","33870","1","6.86547",60.92503,"5.53501","1.28140","1840.09616","20.08424","62.06975","19.07009","-583.02695","-243.65223","-1728.19762","Labridae","Choerodon","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7505","113.5476","20220520","12:11:27",NA,NA,NA,"80.5","Henry Evans","Yes","Yes"
"12","5","Left_MAH01219.MP4","4498","Right_MAH00234.MP4","35179","1","7.22944",63.00119,"2.28496","5.66735","2352.01676","6.98589","7.64266","5.31799","-102.18808","-267.18946","-2334.55569","Labridae","Choerodon","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7505","113.5476","20220520","12:11:27",NA,NA,NA,"80.5","Henry Evans","Yes","Yes"
"12","6","Left_MAH01219.MP4","7146","Right_MAH00234.MP4","37827","1","7.96574",51.74645,"4.36532","5.44041","2554.86299","19.72626","11.72214","28.05083","803.96506","-311.86754","-2404.93321","SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7505","113.5476","20220520","12:11:27",NA,NA,NA,"80.5","Henry Evans","Yes","Yes"
