"campaignid","sample","filename","periodtime","family","genus","species","maxn","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Left_MAH00152.MP4","34.55647","Lutjanidae","Lutjanus","sebae",1,"-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Left_MAH00150.MP4","8.39088","Lutjanidae","Pristipomoides","sp1",1,"-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV1","Left_MAH00151.MP4","18.40811","Sphyrnidae","Sphyrna","spp",1,"-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (3).MP4","29.19416","Acanthuridae","Acanthurus","grammoptilus",1,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (3).MP4","30.41566","Acanthuridae","Naso","fageni",2,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (4).MP4","37.99156","Carangidae","Seriola","spp",1,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (3).MP4","18.26547","Carcharhinidae","Carcharhinus","amblyrhynchos",1,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (3).MP4","10.09425","Lethrinidae","Gymnocranius","euanus",1,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (3).MP4","10.22160","Lethrinidae","Gymnocranius","sp1",3,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (4).MP4","48.61162","Lethrinidae","Lethrinus","miniatus",7,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (3).MP4","13.10420","Lethrinidae","Lethrinus","nebulosus",1,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (3).MP4","15.42374","Lethrinidae","Lethrinus","rubrioperculatus",6,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (3).MP4","30.79465","Lutjanidae","Pristipomoides","sp1",1,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (2).MP4","4.61433","Pinguipedidae","Parapercis","nebulosa",1,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (4).MP4","47.32561","Serranidae","Epinephelus","multinotatus",2,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV14","LEFT_MAH00161 (5).MP4","56.21032","Unknown","Unknown","Unknown",7,"-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00166.MP4","29.24978","Balistidae","Sufflamen","fraenatum",1,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00165.MP4","22.79333","Balistidae","Xanthichthys","lineopunctatus",1,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00165.MP4","13.41229","Carangidae","Carangoides","fulvoguttatus",1,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00165.MP4","13.82186","Carangidae","Seriola","dumerili",1,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00164.MP4","6.27238","Labridae","Bodianus","solatus",2,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00165.MP4","19.96355","Lethrinidae","Gymnocranius","euanus",1,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00165.MP4","22.80918","Lethrinidae","Gymnocranius","sp1",4,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00164.MP4","3.86525","Lethrinidae","Lethrinus","miniatus",1,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00165.MP4","6.68446","Lethrinidae","Lethrinus","rubrioperculatus",3,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00165.MP4","9.39772","Lutjanidae","Pristipomoides","sp1",2,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00166.MP4","47.45157","Pinguipedidae","Parapercis","nebulosa",1,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV15","L029_MAH00164.MP4","6.17756","Serranidae","Epinephelus","areolatus",5,"-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (4).MP4","33.96449","Acanthuridae","Naso","fageni",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (3).MP4","9.56066","Balistidae","Abalistes","filamentosus",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (3).MP4","8.42620","Carcharhinidae","Carcharhinus","albimarginatus",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (5).MP4","43.23820","Cirrhitidae","Cyprinocirrhites","polyactis",3,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (3).MP4","1.97169","Echeneidae","Echeneis","naucrates",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (3).MP4","17.78833","Lethrinidae","Gymnocranius","sp1",5,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (4).MP4","24.48585","Lethrinidae","Lethrinus","nebulosus",2,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (4).MP4","20.69651","Lethrinidae","Lethrinus","rubrioperculatus",3,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (4).MP4","21.35550","Lethrinidae","Lethrinus","sp",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (4).MP4","21.51705","Lethrinidae",NA,"sp",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (3).MP4","0.23774","Lutjanidae","Aprion","virescens",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (3).MP4","1.55767","Lutjanidae","Lutjanus","sebae",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (4).MP4","35.65117","Lutjanidae","Pristipomoides","sp1",4,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (3).MP4","7.24029","Mullidae","Parupeneus","heptacanthus",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (5).MP4","42.55362","Pinguipedidae","Parapercis","nebulosa",2,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV18","Left_MAH00123 (5).MP4","52.19353","Unknown","Unknown","Unknown",1,"-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","29.20223","Acanthuridae","Acanthurus","spp",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","26.01543","Balistidae","Sufflamen","fraenatum",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","34.38741","Balistidae","Xanthichthys","lineopunctatus",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","3.83856","Caesionidae","Caesio","teres",6,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","13.06945","Carangidae","Carangoides","spp",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","33.46260","Chaetodontidae","Heniochus","diphreutes",3,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","7.80057","Chaetodontidae","Heniochus","spp",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","26.06660","Echeneidae","Echeneis","naucrates",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","12.65292","Labridae","Bodianus","bilunulatus",2,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00177.MP4","37.43100","Labridae","Bodianus","solatus",5,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","11.44699","Labridae","Bodianus","spp",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","1.57101","Lethrinidae","Gymnocranius","euanus",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","3.32610","Lethrinidae","Lethrinus","miniatus",14,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00177.MP4","56.87126","Lethrinidae","Lethrinus","nebulosus",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","7.11572","Lethrinidae","Lethrinus","ravus",19,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","7.11572","Lethrinidae","Lethrinus","rubrioperculatus",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","2.19720","Lutjanidae","Aphareus","rutilans",3,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","7.80029","Lutjanidae","Lutjanus","quinquelineatus",3,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00177.MP4","38.83129","Lutjanidae","Lutjanus","sebae",2,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","10.74462","Lutjanidae","Lutjanus","vitta",2,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","1.19397","Mullidae","Parupeneus","heptacanthus",4,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00177.MP4","45.48572","Mullidae","Parupeneus","spilurus",2,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","28.52544","Pomacanthidae","Apolemichthys","trimaculatus",2,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","33.47177","Pomacanthidae","Chaetodontoplus","personifer",2,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","29.48446","Pomacanthidae","Pomacanthus","imperator",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00177.MP4","41.97944","Pomacanthidae","Pomacanthus","semicirculatus",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","12.12878","SUS","SUS","SUS",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00177.MP4","54.22612","Scaridae","Scarus","ghobban",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","1.20398","Scaridae","Scarus","spp",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00176.MP4","26.06660","Serranidae","Epinephelus","tukula",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","4.92103","Serranidae","Variola","louti",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV19","L037_MAH00175.MP4","10.29223","Unknown","Unknown","Unknown",1,"-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (6).MP4","53.54349","Acanthuridae","Naso","fageni",8,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","30.46182","Balistidae","Abalistes","filamentosus",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (6).MP4","49.91375","Balistidae","Sufflamen","fraenatum",2,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (4).MP4","0.17156","Carangidae","Carangoides","fulvoguttatus",2,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (6).MP4","48.67752","Carangidae","Carangoides","gymnostethus",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","38.89830","Carangidae","Carangoides","sp10",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","39.99635","Carangidae","Gnathanodon","speciosus",2,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (6).MP4","44.57981","Carangidae","Seriola","rivoliana",3,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","38.85548","Carcharhinidae","Galeocerdo","cuvier",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","38.85548","Echeneidae","Echeneis","naucrates",4,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","24.34654","Labridae","Suezichthys","cyanolaemus",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","40.56803","Lethrinidae","Gymnocranius","euanus",2,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (6).MP4","46.73113","Lethrinidae","Lethrinus","nebulosus",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (6).MP4","49.69103","Lethrinidae","Lethrinus","rubrioperculatus",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","38.41755","Lutjanidae","Aprion","virescens",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","34.72914","Lutjanidae","Lutjanus","sebae",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","37.91232","Lutjanidae","Pristipomoides","sp1",4,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (4).MP4","13.00299","Nemipteridae","Nemipterus","spp",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (5).MP4","26.87157","Nemipteridae","Pentapodus","nagasakiensis",2,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (4).MP4","3.34362","Pinguipedidae","Parapercis","nebulosa",2,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV20","Left_MAH00261 (4).MP4","20.31224","Unknown","Unknown","Unknown",1,"-22.7519","113.5445","20210828","11:36","Pt Cloates",NA,NA,"82.4","Hannah Williams","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (15).MP4","20.05670","Acanthuridae","Naso","mcdadei",17,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (17).MP4","51.98443","Balistidae","Abalistes","filamentosus",1,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (14).MP4","1.32493","Carangidae","Carangoides","chrysophrys",1,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (16).MP4","45.34975","Carangidae","Carangoides","fulvoguttatus",2,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (15).MP4","25.02806","Carangidae","Seriola","rivoliana",1,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (16).MP4","40.04222","Carcharhinidae","Carcharhinus","albimarginatus",1,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (16).MP4","50.64254","Carcharhinidae","Galeocerdo","cuvier",1,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (15).MP4","25.03000","Echeneidae","Echeneis","naucrates",1,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (16).MP4","44.42021","Lethrinidae","Gymnocranius","sp1",2,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
"2021-08_Pt-Cloates_stereo-BRUVs","PCBRUV22","MAH00153_l035 (16).MP4","44.56118","Lethrinidae","Lethrinus","miniatus",1,"-22.7263","113.5501","20210828","13:47","Pt Cloates",NA,NA,"82.2","Levi Peters","Yes","Yes"
