"id","campaignid","sample","family","genus","species","length","range","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Nemipteridae","Nemipterus","spp",128.06639,2035.0411,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",131.20832,1863.10341,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",139.05661,1336.44984,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",131.57216,1836.63772,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",134.92452,2126.11967,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",135.26043,1877.94617,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",134.56258,2403.12981,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",135.0538,915.14652,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",125.05623,1172.21247,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",150.69936,1480.7601,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",130.43118,1305.8126,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",158.82713,1515.35933,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",143.94212,2647.84144,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",158.63602,3215.00949,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",181.08375,1826.986,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",141.43091,2021.31415,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",138.42127,1873.16008,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",143.41193,1519.50745,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",147.98963,940.35765,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",175.09012,1869.42099,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",138.17486,1616.89994,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",115.6444,2111.56203,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",170.64581,2730.08106,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",166.02723,1871.08835,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",146.95857,2132.6049,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",126.27642,2597.86709,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.10","2021-05_PtCloates_stereo-BRUVS","10","Sparidae","Dentex","spp",166.26049,1883.84241,"-22.6734","113.524","20210518","15:27","Point Cloates","No-take","inNP.10","197","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Carangidae","Decapterus","spp",281.20158,3827.42042,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Carangidae","Decapterus","spp",259.27156,4275.47429,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Carangidae","Decapterus","spp",273.38496,4120.08547,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Carangidae","Decapterus","spp",282.72674,3477.17268,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Carangidae","Decapterus","spp",297.27687,4058.849,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Carangidae","Decapterus","spp",241.04746,4877.43168,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Carangidae","Decapterus","spp",228.17542,4739.18005,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Lethrinidae","Gymnocranius","grandoculis",360.7498,3372.10813,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Lethrinidae","Lethrinus","miniatus",376.88324,1419.55632,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Lutjanidae","Pristipomoides","multidens",355.40568,2898.91655,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Lutjanidae","Pristipomoides","multidens",475.48892,4600.03601,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Lutjanidae","Pristipomoides","multidens",352.04994,1963.10496,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Lutjanidae","Pristipomoides","multidens",492.83844,2101.53505,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Lutjanidae","Pristipomoides","multidens",514.22361,2334.36768,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Nemipteridae","Pentapodus","vitta",120.08026,1169.94144,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.11","2021-05_PtCloates_stereo-BRUVS","11","Triakidae","Hemitriakis","falcata",782.82022,2137.80303,"-22.6761","113.5387","20210518","15:20","Point Cloates","No-take","inNP.11","139","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Carangidae","Carangoides","chrysophrys",307.2125,3329.73987,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Carangidae","Carangoides","chrysophrys",467.91219,3205.48087,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Carangidae","Carangoides","chrysophrys",385.37744,2356.13766,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Carangidae","Carangoides","chrysophrys",430.2053,2522.36099,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Carangidae","Seriola","rivoliana",527.89604,3692.59898,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Carangidae","Seriola","rivoliana",543.95756,4997.49064,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Echeneidae","Echeneis","naucrates",122.96202,1993.97353,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Gymnocranius","grandoculis",334.33315,1672.11773,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Gymnocranius","grandoculis",228.4799,1659.93626,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Gymnocranius","grandoculis",257.45382,2010.15561,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Gymnocranius","grandoculis",339.22873,1693.84215,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Gymnocranius","griseus",240.73603,3366.15002,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Lethrinus","miniatus",403.26972,1335.73481,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Lethrinus","miniatus",395.46654,1091.78366,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Lethrinus","miniatus",446.7967,1156.75792,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Lutjanus","sebae",470.97851,1507.02881,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","filamentosus",497.37536,2529.50292,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","filamentosus",298.18065,2898.13311,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","filamentosus",351.86547,1573.53821,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","filamentosus",338.44702,1148.45793,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","filamentosus",358.66321,1935.53884,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","filamentosus",354.19525,1769.172,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","multidens",468.0252,4811.44569,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","multidens",502.98767,2258.63103,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Lutjanidae","Pristipomoides","multidens",622.03734,1862.78354,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Serranidae","Epinephelus","multinotatus",774.00454,3012.26933,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.12","2021-05_PtCloates_stereo-BRUVS","12","Sphyraenidae","Sphyraena","spp",496.00244,5464.28614,"-22.7262","113.5214","20210518","12:48","Point Cloates","No-take","inNP.12","126","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Echeneidae","Echeneis","naucrates",135.28891,2150.5221,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Labridae","Bodianus","solatus",312.80875,4691.47439,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Labridae","Bodianus","solatus",385.391,4193.65653,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Lethrinidae","Lethrinus","miniatus",530.32791,2496.14846,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Lethrinidae","Lethrinus","miniatus",583.47102,2769.55781,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Lethrinidae","Lethrinus","miniatus",497.74367,1374.74971,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Lutjanidae","Pristipomoides","multidens",662.92263,3962.42832,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Lutjanidae","Pristipomoides","multidens",568.64243,1997.43035,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Lutjanidae","Pristipomoides","typus",671.33533,1876.41101,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.13","2021-05_PtCloates_stereo-BRUVS","13","Serranidae","Epinephelus","rivulatus",344.21375,2457.0757,"-22.7963","113.5041","20210518","12:08","Point Cloates","Fished","outNP.1","116","Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_stereo-BRUVS.14","2021-05_PtCloates_stereo-BRUVS","14","Carangidae","Seriola","dumerili",1140.61673,2807.14144,"-22.7413","113.4991","20210519","08:48","Point Cloates","Fished","outNP.2","179","Gabby Cummins","Yes","Yes"
