"campaignid","sample","family","genus","species","length","number","range"
"2021-08_Pt-Cloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",303.56495,1,3789.95345
"2021-08_Pt-Cloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",399.00298,1,3397.40112
"2021-08_Pt-Cloates_BOSS","PCFB27","Glaucosomatidae","Glaucosoma","buergeri",489.17438,1,3667.20568
"2021-08_Pt-Cloates_BOSS","PCFB27","Glaucosomatidae","Glaucosoma","buergeri",442.97542,1,2876.67114
"2021-08_Pt-Cloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",404.15649,1,4002.8164
"2021-08_Pt-Cloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",403.48104,1,4110.14887
"2021-08_Pt-Cloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",353.72565,1,4009.65621
"2021-08_Pt-Cloates_BOSS","PCFB45","Pomacanthidae","Chaetodontoplus","personifer",279.08514,1,4235.62654
"2021-08_Pt-Cloates_BOSS","PCFB45","Lethrinidae","Gymnocranius","sp1",401.42647,1,3597.03417
"2021-08_Pt-Cloates_BOSS","PCFBP4","Lethrinidae","Lethrinus","miniatus",393.02436,1,3595.32113
"2021-08_Pt-Cloates_BOSS","PCFBP4","Lethrinidae","Lethrinus","miniatus",383.23021,1,3108.80293
"2021-08_Pt-Cloates_BOSS","PCFBP4","Lethrinidae","Lethrinus","miniatus",392.11549,1,3080.19045
"2021-08_Pt-Cloates_BOSS","PCFBP4","Lethrinidae","Lethrinus","miniatus",329.60065,1,4994.2214
"2021-08_Pt-Cloates_BOSS","PCFBP4","Lethrinidae","Lethrinus","miniatus",385.49285,1,1985.86596
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",181.43256,1,2918.28122
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",115.36731,1,2852.94045
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",166.96058,1,2996.07235
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",194.0528,1,3129.564
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",124.84843,1,2814.91792
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",196.73883,1,2893.61788
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",232.47462,1,2919.25172
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",176.92327,1,3023.89024
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",126.5924,1,2854.05598
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",181.26802,1,3020.05561
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",157.00736,1,3426.50491
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",164.69684,1,2853.24613
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",127.93594,1,2673.22531
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",160.74585,1,2767.72595
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",198.22251,1,2931.06824
"2021-08_Pt-Cloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",163.20825,1,2601.16087
"2021-08_Pt-Cloates_BOSS","PCSBP9","Lethrinidae","Lethrinus","miniatus",436.00257,1,2866.47515
"2021-08_Pt-Cloates_BOSS","PCSB45","Chaetodontidae","Heniochus","acuminatus",248.83947,1,2179.95236
"2021-08_Pt-Cloates_BOSS","PCSBP8","Pomacanthidae","Pomacanthus","spp",326.2386,1,3902.38732
"2021-08_Pt-Cloates_BOSS","PCSBP8","Chaetodontidae","Heniochus","acuminatus",224.45716,1,3657.84462
"2021-08_Pt-Cloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",347.95596,1,2289.13037
"2021-08_Pt-Cloates_BOSS","PCSBP8","Pomacanthidae","Chaetodontoplus","personifer",221.29079,1,4474.77128
"2021-08_Pt-Cloates_BOSS","PCSBP8","Pomacanthidae","Chaetodontoplus","personifer",418.343,1,5339.27409
"2021-08_Pt-Cloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",302.17709,1,2955.52965
"2021-08_Pt-Cloates_BOSS","PCSBP8","Chaetodontidae","Heniochus","acuminatus",223.23564,1,2347.51206
"2021-08_Pt-Cloates_BOSS","PCSB3","Carangidae","Decapterus","spp",281.46811,1,2885.11031
"2021-08_Pt-Cloates_BOSS","PCSB22","Cirrhitidae","Cyprinocirrhites","polyactis",45.53353,1,2021.86882
"2021-08_Pt-Cloates_BOSS","PCSB22","Lethrinidae","Lethrinus","miniatus",497.46554,1,4178.68834
"2021-08_Pt-Cloates_BOSS","PCSBP7","Pomacanthidae","Chaetodontoplus","personifer",321.90224,1,4257.44205
"2021-08_Pt-Cloates_BOSS","PCSBP7","Lethrinidae","Gymnocranius","sp1",359.32764,1,2518.39352
"2021-08_Pt-Cloates_BOSS","PCSB16","Pinguipedidae","Parapercis","nebulosa",62.03932,1,1599.37789
"2021-08_Pt-Cloates_BOSS","PCSBP11","Pomacanthidae","Chaetodontoplus","personifer",235.83709,1,3836.51429
"2021-08_Pt-Cloates_BOSS","PCSBP11","Pomacanthidae","Pomacanthus","imperator",232.5205,1,3841.62513
"2021-08_Pt-Cloates_BOSS","PCSBP11","Pomacanthidae","Apolemichthys","trimaculatus",193.55596,1,1474.29747
"2021-08_Pt-Cloates_BOSS","PCSBP11","Labridae","Bodianus","bilunulatus",245.49443,1,2401.79732
"2021-08_Pt-Cloates_BOSS","PCSBP11","Labridae","Bodianus","bilunulatus",174.59791,1,2290.85062
"2021-08_Pt-Cloates_BOSS","PCSBP11","Chaetodontidae","Heniochus","acuminatus",227.82736,1,2132.92741
"2021-08_Pt-Cloates_BOSS","PCSBP11","Chaetodontidae","Heniochus","acuminatus",230.2022,1,2496.18684
"2021-08_Pt-Cloates_BOSS","PCSB10","Lethrinidae","Lethrinus","miniatus",472.26497,1,4620.03974
"2021-08_Pt-Cloates_BOSS","PCSB10","Lethrinidae","Gymnocranius","sp1",468.16703,1,4644.1723
"2021-08_Pt-Cloates_BOSS","PCSB7","Lutjanidae","Lutjanus","sebae",738.64319,1,3118.44348
"2021-08_Pt-Cloates_BOSS","PCSB7","Lutjanidae","Lutjanus","sebae",730.24636,1,3643.33091
"2021-08_Pt-Cloates_BOSS","PCSB7","Lethrinidae","Gymnocranius","sp1",445.8721,1,2536.81887
"2021-08_Pt-Cloates_BOSS","PCSB7","Lethrinidae","Gymnocranius","sp1",398.89359,1,3470.99216
"2021-08_Pt-Cloates_BOSS","PCSB23","Lethrinidae","Gymnocranius","sp1",501.57144,1,4106.61225
"2021-08_Pt-Cloates_BOSS","PCSB23","Lutjanidae","Pristipomoides","sp1",393.13494,1,4998.27822
"2021-08_Pt-Cloates_BOSS","PCSBP1","Chaetodontidae","Chaetodon","assarius",66.89184,1,2028.32472
"2021-08_Pt-Cloates_BOSS","PCSBP1","Serranidae","Pseudanthias","cooperi",93.89887,1,1816.48755
"2021-08_Pt-Cloates_BOSS","PCSBP1","Serranidae","Cephalopholis","sonnerati",330.25551,1,5788.27897
"2021-08_Pt-Cloates_BOSS","PCSBP1","Pomacanthidae","Apolemichthys","trimaculatus",242.9935,1,3462.69864
"2021-08_Pt-Cloates_BOSS","PCSBP1","Mullidae","Parupeneus","indicus",320.93957,1,3086.13438
"2021-08_Pt-Cloates_BOSS","PCSBP1","Mullidae","Parupeneus","indicus",280.2806,1,3003.67654
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",451.07462,1,3562.55836
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",470.56779,1,3247.99007
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",356.82474,1,3280.48293
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",430.96004,1,2571.74079
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",387.89917,1,2900.9053
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",390.17306,1,3429.39429
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",402.86043,1,2718.71857
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",422.01051,1,2972.00254
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",392.85021,1,2924.26936
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",415.10858,1,3348.70691
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",378.91644,1,2786.17031
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",377.48499,1,2521.12997
"2021-08_Pt-Cloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",409.13378,1,3398.19118
"2021-08_Pt-Cloates_BOSS","PCSBP1","Lethrinidae","Lethrinus","rubrioperculatus",368.37524,1,2971.45644
"2021-08_Pt-Cloates_BOSS","PCSBP1","Labridae","Bodianus","bilunulatus",294.41019,1,2166.8474
"2021-08_Pt-Cloates_BOSS","PCSBP16","Carangidae","Decapterus","spp",298.68318,1,4982.82282
"2021-08_Pt-Cloates_BOSS","PCSB8","Cirrhitidae","Cyprinocirrhites","polyactis",81.83598,1,1816.05319
"2021-08_Pt-Cloates_BOSS","PCSB31","Lutjanidae","Aphareus","rutilans",661.18228,1,4210.66011
"2021-08_Pt-Cloates_BOSS","PCSB31","Lutjanidae","Aphareus","rutilans",682.05012,1,4084.62282
"2021-08_Pt-Cloates_BOSS","PCSB31","Lutjanidae","Aphareus","rutilans",684.84473,1,4614.41434
"2021-08_Pt-Cloates_BOSS","PCSB44","Lethrinidae","Gymnocranius","sp1",382.97601,1,4176.88087
"2021-08_Pt-Cloates_BOSS","PCSB33","Lutjanidae","Aphareus","rutilans",657.7106,1,4199.06778
"2021-08_Pt-Cloates_BOSS","PCSB33","Lethrinidae","Gymnocranius","sp1",429.21492,1,3937.37358
"2021-08_Pt-Cloates_BOSS","PCSBP6","Carcharhinidae","Carcharhinus","spp",2248.98164,1,7998.86681
"2021-08_Pt-Cloates_BOSS","PCSB9","Carangidae","Seriola","sp1",533.0278,1,2429.97112
"2021-08_Pt-Cloates_BOSS","PCSB9","Carangidae","Seriola","sp1",802.52101,1,3639.01002
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",323.20185,1,2969.72356
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",333.34465,1,2412.40478
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",343.4862,1,2758.80946
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",290.64323,1,4026.24006
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",333.62375,1,3765.2584
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",302.52721,1,2605.94213
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",340.65684,1,2655.27298
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",309.77195,1,2875.98227
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",320.73373,1,3117.4753
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",301.61141,1,2977.30707
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",320.3736,1,2960.64086
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",352.16262,1,2758.60022
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",355.80046,1,3060.38639
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",286.86822,1,3057.88119
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",340.63848,1,3116.46624
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",305.18819,1,3082.58771
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",323.76566,1,4109.27163
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",287.99973,1,3076.5399
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",289.79203,1,2912.08241
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",300.44343,1,2980.21286
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",304.5893,1,3324.57379
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",271.32,1,3223.47704
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",284.07786,1,2915.39931
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",336.02145,1,2995.83512
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",292.78662,1,3021.12666
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",315.26863,1,3330.80813
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",301.26449,1,2841.66543
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",310.3339,1,3056.77863
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",291.70815,1,3094.25365
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",311.84525,1,3630.57879
"2022-05_PtCloates_BOSS","232","Priacanthidae","Priacanthus","hamrur",206.10559,1,2941.0491
"2022-05_PtCloates_BOSS","211","Carangidae","Carangoides","chrysophrys",227.3138,1,5991.96531
"2022-05_PtCloates_BOSS","211","Carcharhinidae","Carcharhinus","albimarginatus",725.21289,1,4218.96371
"2022-05_PtCloates_BOSS","211","Serranidae","Epinephelus","areolatus",273.81106,1,2977.79178
"2022-05_PtCloates_BOSS","203","Nemipteridae","Pentapodus","nagasakiensis",106.21672,1,2767.69122
"2022-05_PtCloates_BOSS","203","Nemipteridae","Pentapodus","nagasakiensis",82.93255,1,2645.23938
"2022-05_PtCloates_BOSS","221","Lethrinidae","Gymnocranius","spp",524.53798,1,5263.58188
"2022-05_PtCloates_BOSS","221","Lutjanidae","Pristipomoides","sp1",504.2436,1,2881.68834
"2022-05_PtCloates_BOSS","221","Lutjanidae","Pristipomoides","sp1",545.47548,1,3305.02341
"2022-05_PtCloates_BOSS","264","Labridae","Bodianus","bilunulatus",325.89667,1,3207.63812
"2022-05_PtCloates_BOSS","264","Labridae","Labroides","dimidiatus",74.29671,1,2255.93371
"2022-05_PtCloates_BOSS","264","Labridae","Bodianus","solatus",276.86681,1,2826.04287
"2022-05_PtCloates_BOSS","264","Serranidae","Plectropomus","spp",663.8107,1,4368.80464
"2022-05_PtCloates_BOSS","264","Mullidae","Parupeneus","cyclostomus",320.02414,1,4275.45404
"2022-05_PtCloates_BOSS","264","Mullidae","Parupeneus","cyclostomus",279.46641,1,4552.87317
"2022-05_PtCloates_BOSS","264","Pomacanthidae","Pomacanthus","semicirculatus",315.42314,1,3185.60417
"2022-05_PtCloates_BOSS","262","Lutjanidae","Aphareus","rutilans",734.80366,1,3345.58519
"2022-05_PtCloates_BOSS","262","Lethrinidae","Lethrinus","miniatus",498.40224,1,1993.63276
"2022-05_PtCloates_BOSS","265","Lethrinidae","Lethrinus","miniatus",386.08626,1,2813.92587
"2022-05_PtCloates_BOSS","265","Lethrinidae","Gymnocranius","spp",302.98475,1,2780.6605
"2022-05_PtCloates_BOSS","265","Lethrinidae","Gymnocranius","spp",401.52002,1,4824.61948
"2022-05_PtCloates_BOSS","150","Echeneidae","Echeneis","naucrates",765.51954,1,2567.23992
"2022-05_PtCloates_BOSS","B64","Nemipteridae","Pentapodus","nagasakiensis",70.35615,1,1647.01009
"2022-05_PtCloates_BOSS","266","Lutjanidae","Pristipomoides","sp1",299.40842,1,4468.92531
"2022-05_PtCloates_BOSS","270","Balistidae","Xanthichthys","lineopunctatus",298.26806,1,3540.49959
"2022-05_PtCloates_BOSS","270","Chaetodontidae","Heniochus","acuminatus",193.2813,1,1719.03236
"2022-05_PtCloates_BOSS","270","Synodontidae","Synodus","na",76.24544,1,1239.67662
"2022-05_PtCloates_BOSS","270","Lethrinidae","Lethrinus","miniatus",488.03418,1,4024.09827
"2022-05_PtCloates_BOSS","201","Chaetodontidae","Chaetodon","assarius",113.36408,1,2661.60955
"2022-05_PtCloates_BOSS","B54.2","Nemipteridae","Pentapodus","nagasakiensis",78.23632,1,1840.16265
"2022-05_PtCloates_BOSS","B52","Lutjanidae","Lutjanus","sebae",544.10344,1,1194.60007
"2022-05_PtCloates_BOSS","132","Nemipteridae","Pentapodus","nagasakiensis",100.34839,1,2400.11279
"2022-05_PtCloates_BOSS","132","Nemipteridae","Pentapodus","nagasakiensis",112.27729,1,2291.23385
"2022-05_PtCloates_BOSS","132","Nemipteridae","Pentapodus","nagasakiensis",121.98838,1,2938.27786
"2022-05_PtCloates_BOSS","105","Nemipteridae","Pentapodus","nagasakiensis",67.50479,1,2326.02971
"2022-05_PtCloates_BOSS","105","Nemipteridae","Pentapodus","nagasakiensis",112.34512,1,1943.49476
"2022-05_PtCloates_BOSS","105","Nemipteridae","Pentapodus","nagasakiensis",85.37544,1,2363.30258
"2022-05_PtCloates_BOSS","105","Nemipteridae","Pentapodus","nagasakiensis",104.33853,1,2262.3033
"2022-05_PtCloates_BOSS","255","Pinguipedidae","Parapercis","nebulosa",84.85984,1,2294.5269
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",642.46664,1,3099.80145
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",701.82183,1,3924.04997
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",636.96935,1,2802.98007
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",642.5876,1,3340.37226
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",551.61344,1,3365.38267
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",535.75766,1,3686.93497
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",646.0341,1,2808.31204
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",688.77311,1,3844.18537
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",662.98098,1,3253.33432
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",669.26626,1,3363.66416
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",661.88627,1,2976.05426
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",631.85921,1,3541.87621
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",568.42418,1,4675.31993
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",595.14943,1,4659.21775
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",582.24936,1,3868.15706
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",669.53006,1,3482.37426
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",726.04283,1,4099.59228
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",636.71692,1,4133.57
"2022-05_PtCloates_BOSS","269","Carangidae","Carangoides","fulvoguttatus",697.57256,1,4330.81805
"2022-05_PtCloates_BOSS","153","Lutjanidae","Lutjanus","sebae",591.70807,1,3007.29315
"2022-05_PtCloates_BOSS","B55","Lethrinidae","Gymnocranius","sp1",321.00153,1,3799.61333
"2022-05_PtCloates_BOSS","B55","Lethrinidae","Gymnocranius","sp1",319.07208,1,1563.40163
"2022-05_PtCloates_BOSS","B56","Lethrinidae","Gymnocranius","sp1",398.14635,1,1875.7379
"2022-05_PtCloates_BOSS","241","Lutjanidae","Lutjanus","sebae",533.03223,1,2395.0455
"2022-05_PtCloates_BOSS","241","Lethrinidae","Gymnocranius","euanus",493.54876,1,5215.54257
"2022-05_PtCloates_BOSS","272","Lethrinidae","Lethrinus","miniatus",437.09993,1,2883.98275
"2022-05_PtCloates_BOSS","272","Pinguipedidae","Parapercis","nebulosa",42.34988,1,2415.94078
"2022-05_PtCloates_BOSS","219","Serranidae","Pseudanthias","georgei",95.04599,1,2638.37796
"2022-05_PtCloates_BOSS","274","Lethrinidae","Lethrinus","rubrioperculatus",414.29507,1,2290.4235
"2022-05_PtCloates_BOSS","274","Lethrinidae","Lethrinus","rubrioperculatus",411.97043,1,2272.45288
"2022-05_PtCloates_BOSS","B60","Lethrinidae","Lethrinus","rubrioperculatus",314.75241,1,2605.05818
"2022-05_PtCloates_BOSS","129","Balistidae","Abalistes","stellatus",401.00336,1,1806.98763
"2022-05_PtCloates_BOSS","137","Carangidae","Decapterus","spp",355.87277,1,2953.28067
"2022-05_PtCloates_BOSS","101","Lethrinidae","Gymnocranius","spp",495.16317,1,2919.3643
"2022-05_PtCloates_BOSS","249","Carangidae","Decapterus","spp",323.05193,1,1528.44363
"2022-05_PtCloates_BOSS","249","Pinguipedidae","Parapercis","nebulosa",55.62679,1,2080.6393
"2022-05_PtCloates_BOSS","208","Lutjanidae","Lutjanus","sebae",703.08011,1,1848.78567
"2022-05_PtCloates_BOSS","208","Lethrinidae","Gymnocranius","sp1",339.38255,1,4970.33297
"2022-05_PtCloates_BOSS","208","Lethrinidae","Lethrinus","rubrioperculatus",315.23147,1,4496.92645
"2022-05_PtCloates_BOSS","113","Lethrinidae","Lethrinus","rubrioperculatus",371.73024,1,2337.36592
"2022-05_PtCloates_BOSS","149","Malacanthidae","Malacanthus","brevirostris",55.86132,1,1818.33537
"2022-05_PtCloates_BOSS","243","Nemipteridae","Pentapodus","nagasakiensis",88.23236,1,2070.67065
"2022-05_PtCloates_BOSS","260","Carcharhinidae","Carcharhinus","plumbeus",630.56052,1,3855.98364
"2022-05_PtCloates_BOSS","260","Nemipteridae","Pentapodus","nagasakiensis",77.3837,1,2089.89717
"2022-05_PtCloates_BOSS","220","Nemipteridae","Pentapodus","nagasakiensis",126.80513,1,2878.18362
"2022-05_PtCloates_BOSS","268","Carangidae","Carangoides","chrysophrys",327.44779,1,2486.14727
"2022-05_PtCloates_BOSS","254","Pinguipedidae","Parapercis","nebulosa",91.52662,1,2239.93353
"2022-05_PtCloates_BOSS","257","Lutjanidae","Lutjanus","sebae",591.27376,1,1020.72216
"2022-05_PtCloates_BOSS","258","Lethrinidae","Lethrinus","miniatus",513.79755,1,2859.40861
"2022-05_PtCloates_BOSS","261","Lutjanidae","Lutjanus","sebae",569.3546,1,3463.62752
"2022-05_PtCloates_BOSS","202","Carangidae","Carangoides","chrysophrys",403.95629,1,5412.08001
"2022-05_PtCloates_BOSS","271","Pinguipedidae","Parapercis","nebulosa",118.29846,1,2013.03759
"2022-05_PtCloates_BOSS","273","Lethrinidae","Lethrinus","miniatus",480.30529,1,3014.42217
"2022-05_PtCloates_BOSS","273","Apogonidae","Ostorhinchus","aureus",99.56187,1,1716.07648
"2022-05_PtCloates_BOSS","273","Holocentridae","Sargocentron","rubrum",184.15191,1,1985.6309
"2022-05_PtCloates_BOSS","273","Holocentridae","Sargocentron","rubrum",210.25115,1,1600.44713
"2022-05_PtCloates_BOSS","273","Holocentridae","Sargocentron","rubrum",167.62492,1,2268.56265
"2022-05_PtCloates_BOSS","273","Holocentridae","Sargocentron","rubrum",192.16264,1,1719.30756
"2022-05_PtCloates_BOSS","273","Carangidae","Decapterus","spp",121.45497,1,2024.94643
"2022-05_PtCloates_BOSS","273","Carangidae","Decapterus","spp",162.60282,1,2126.18475
"2022-05_PtCloates_BOSS","273","Chaetodontidae","Heniochus","acuminatus",203.97675,1,2905.07821
"2022-05_PtCloates_BOSS","273","Chaetodontidae","Heniochus","acuminatus",233.76074,1,3132.9286
"2022-05_PtCloates_BOSS","273","Chaetodontidae","Heniochus","acuminatus",220.00891,1,2416.97006
"2022-05_PtCloates_BOSS","267","Cirrhitidae","Cirrhitichthys","aprinus",82.363,1,2239.09981
"2021-05_PtCloates_BOSS","34","SUS","SUS","sus",NA,1,2984.71067
"2021-05_PtCloates_BOSS","34","Unknown","Unknown","unknown",NA,1,5132.24561
"2021-05_PtCloates_BOSS","47","Pinguipedidae","Parapercis","nebulosa",NA,1,4053.68373
"2021-05_PtCloates_BOSS","47","Unknown","Unknown","unknown",NA,1,3115.81844
"2021-05_PtCloates_BOSS","48","Unknown","Unknown","unknown",NA,1,3176.58756
"2021-05_PtCloates_BOSS","29","SUS","SUS","sus",NA,1,1762.22705
"2021-05_PtCloates_BOSS","29","SUS","SUS","sus",NA,1,1577.06379
"2021-05_PtCloates_BOSS","40","Pinguipedidae","Parapercis","nebulosa",NA,1,2104.53544
"2021-05_PtCloates_BOSS","49","Pinguipedidae","Parapercis","nebulosa",NA,1,2880.90021
"2021-05_PtCloates_BOSS","49","Pinguipedidae","Parapercis","nebulosa",NA,1,2132.63503
"2021-05_PtCloates_BOSS","49","Pinguipedidae","Parapercis","nebulosa",NA,1,2187.77567
"2021-05_PtCloates_BOSS","31","Priacanthidae","Priacanthus","spp",NA,1,1539.19245
"2021-05_PtCloates_BOSS","19","Priacanthidae","Priacanthus","spp",NA,1,2126.13842
"2021-05_PtCloates_BOSS","19","Pinguipedidae","Parapercis","nebulosa",NA,1,3402.12308
"2021-05_PtCloates_BOSS","46","SUS","SUS","sus",NA,1,2226.13468
"2021-05_PtCloates_BOSS","4","SUS","SUS","sus",NA,1,2609.3709
"2021-05_PtCloates_BOSS","13","SUS","SUS","sus",NA,1,2275.75605
"2021-05_PtCloates_BOSS","13","Pinguipedidae","Parapercis","nebulosa",NA,1,1808.95705
"2021-05_PtCloates_BOSS","50","Pinguipedidae","Parapercis","nebulosa",NA,1,2683.53017
"2021-05_PtCloates_BOSS","50","Priacanthidae","Priacanthus","spp",NA,1,2650.65514
"2021-05_PtCloates_BOSS","9","Pinguipedidae","Parapercis","nebulosa",NA,1,2089.6107
"2021-08_Pt-Cloates_BOSS","PCPREF10","Carangidae","Carangoides","spp",NA,1,1426.25433
"2021-08_Pt-Cloates_BOSS","PCPREF10","Serranidae","Variola","louti",NA,1,7471.39342
"2021-08_Pt-Cloates_BOSS","PCPREF10","Pomacanthidae","Chaetodontoplus","personifer",NA,2,6746.8007
"2021-08_Pt-Cloates_BOSS","PCPREF10","Pinguipedidae","Parapercis","nebulosa",NA,1,1795.18093
"2021-08_Pt-Cloates_BOSS","PCPREF15","Lutjanidae","Lutjanus","vitta",NA,1,1516.41596
"2021-08_Pt-Cloates_BOSS","PCPREF15","Labridae","Bodianus","solatus",NA,1,4958.92609
"2021-08_Pt-Cloates_BOSS","PCPREF15","Haemulidae","Unknown","na",NA,1,6290.44935
"2021-08_Pt-Cloates_BOSS","PCPREF15","Haemulidae","Diagramma","pictum labiosum",NA,1,6323.82379
"2021-08_Pt-Cloates_BOSS","PCPREF15","Labridae","Bodianus","solatus",NA,1,3732.48977
"2021-08_Pt-Cloates_BOSS","PCPREF15","Lutjanidae","Lutjanus","vitta",NA,1,4173.97025
"2021-08_Pt-Cloates_BOSS","PCPREF15","Chaetodontidae","Heniochus","acuminatus",NA,1,2551.92897
